POA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA3802,12,28,228,3614,2352,419,67,156,6880,0,3,60,272,137,15,3,13,498,0,0,15,109,146,52,3,7,333,0,3,74,380,278,74,6,12,836,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,7,15,30,303,4008,2635,495,79,173,7727
POA3803,5,22,189,1496,817,129,18,80,2757,0,11,188,142,72,3,0,18,434,0,0,26,101,20,11,0,8,163,0,11,213,244,96,10,0,21,596,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,33,410,1739,910,146,15,103,3367
POA3804,7,11,54,404,1149,393,126,41,2177,0,0,0,9,5,0,0,0,19,0,0,0,0,0,0,0,0,7,0,0,0,9,9,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,10,54,415,1154,392,124,49,2203
POA3805,18,26,508,7081,6707,957,123,340,15767,0,17,128,258,231,23,3,12,670,0,0,16,101,73,16,0,5,205,0,17,146,359,299,41,4,20,877,0,3,142,49,7,0,0,7,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,143,49,8,0,0,7,208,3,51,41,3,5,0,0,4,110,3,6,3,4,3,0,0,8,24,26,97,837,7500,7022,1001,122,373,16986
POA3806,7,31,503,5504,6565,919,130,181,13839,7,96,563,389,56,9,0,48,1169,0,4,75,369,59,3,0,7,516,7,101,637,757,120,9,0,53,1686,16,26,95,36,0,0,0,8,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,26,95,38,4,0,0,8,191,0,0,0,0,0,3,0,0,3,0,3,0,5,0,0,0,3,13,34,161,1234,6299,6690,939,126,248,15734
POA3807,3,15,76,609,992,192,37,30,1952,0,4,71,51,23,6,0,4,155,0,0,0,40,17,0,0,0,65,0,4,72,88,43,8,0,3,216,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,33,11,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,55,159,702,1037,195,37,32,2223
POA3808,0,4,37,310,394,102,18,8,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,5,36,311,396,100,18,13,887
POA3809,0,3,78,742,1128,93,14,28,2100,0,0,24,87,42,0,0,3,152,0,0,3,119,6,0,0,0,130,0,0,26,211,42,3,0,3,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,11,0,10,107,953,1181,96,14,33,2393
POA3810,14,31,921,6647,5608,523,96,264,14109,0,24,668,494,87,8,0,56,1338,0,7,70,231,58,0,0,5,377,3,28,741,722,140,8,3,63,1714,10,4,31,17,0,0,0,10,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,31,17,0,0,0,10,75,5,23,13,3,8,0,0,5,57,0,0,5,10,3,0,0,4,26,34,92,1714,7404,5763,535,99,348,15979
POA3812,0,7,54,324,252,59,7,19,731,0,3,9,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,9,66,328,255,59,7,17,754
POA3813,0,9,21,145,85,16,6,8,281,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,144,85,16,6,8,291
POA3814,0,8,83,296,247,49,10,12,718,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,93,303,253,49,10,17,735
POA3815,0,7,67,398,315,67,9,14,884,0,0,37,24,3,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,37,24,3,0,0,0,62,0,3,22,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,4,28,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,13,124,427,318,65,15,20,984
POA3816,3,8,79,452,304,35,5,9,892,0,0,10,13,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,22,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,5,9,4,0,0,0,0,13,0,0,0,4,0,0,0,0,4,3,12,104,467,305,38,5,12,942
POA3818,3,30,345,2322,1581,182,43,94,4593,0,10,130,70,4,0,0,7,222,0,0,0,0,0,0,0,0,0,0,10,130,70,4,0,0,7,222,0,39,132,29,3,0,0,3,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,132,29,3,0,0,3,201,14,37,15,7,0,0,0,11,83,0,0,3,4,0,3,0,0,14,15,114,618,2427,1583,188,43,118,5108
POA3820,6,20,402,2442,1810,213,56,119,5066,0,22,212,38,0,0,0,12,292,0,23,3,8,0,0,0,0,36,0,46,218,40,4,0,0,15,324,0,23,401,68,4,0,0,21,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,401,68,4,0,0,21,510,0,0,27,3,4,0,0,3,37,0,0,6,6,3,0,0,3,19,7,89,1043,2561,1828,219,54,157,5961
POA3821,0,15,83,476,302,58,15,20,960,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,3,18,83,474,308,58,15,20,974
POA3822,0,4,33,144,105,15,5,5,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,33,142,102,21,5,5,315
POA3823,0,9,84,363,191,15,3,12,682,0,8,4,0,0,0,0,0,16,0,3,0,0,0,0,0,0,3,0,8,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,92,370,191,15,3,15,705
POA3824,0,13,190,884,523,64,13,30,1718,0,15,22,5,0,0,0,3,50,0,0,0,3,0,0,0,0,3,0,15,22,10,0,0,0,3,57,0,8,25,5,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,5,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,38,237,905,529,64,13,33,1812
POA3825,17,94,945,4150,1390,206,41,186,7022,17,211,435,73,9,0,3,50,804,0,0,3,3,0,0,0,0,7,17,211,444,76,9,0,3,50,809,4,107,141,6,0,0,0,16,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,107,141,6,0,0,0,16,271,4,15,7,0,3,0,0,4,44,0,7,8,9,3,0,0,6,36,38,434,1540,4249,1400,206,42,264,8174
POA3831,0,5,75,267,185,26,11,15,580,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,10,86,271,185,25,11,15,600
POA3832,0,4,18,49,15,0,0,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,47,15,0,0,4,88
POA3833,0,5,40,53,17,0,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,47,54,17,0,3,0,123
POA3835,0,5,20,84,49,12,0,7,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,23,84,49,12,0,7,172
POA3840,5,41,759,3310,1216,161,24,169,5688,0,109,160,22,3,0,0,12,304,0,4,31,7,0,0,0,6,46,0,119,185,26,3,0,0,14,346,3,79,314,13,0,0,0,34,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,314,13,0,0,0,34,454,0,3,0,3,0,0,0,0,8,0,4,3,3,0,0,0,0,16,11,247,1272,3356,1216,159,27,222,6516
POA3842,0,3,51,1234,290,42,12,38,1673,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,15,16,9,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,9,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,25,0,22,68,1251,291,44,14,62,1751
POA3844,8,62,779,5260,2807,335,52,181,9481,11,68,273,102,8,0,0,22,490,0,7,10,24,3,0,0,0,46,11,79,284,123,9,0,0,25,536,4,175,383,85,3,0,0,33,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,175,383,85,3,0,0,33,677,0,23,35,7,0,0,0,5,65,0,7,14,3,4,0,0,13,48,30,342,1491,5478,2825,337,52,252,10802
POA3847,9,25,85,417,215,34,10,24,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,9,9,33,84,415,216,41,10,25,824
POA3850,9,19,442,2471,1563,174,36,111,4819,3,76,228,49,0,0,0,24,391,0,33,25,12,0,0,0,8,83,3,109,250,68,0,0,0,36,471,0,36,185,52,3,0,0,8,291,0,0,24,3,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,212,57,3,0,0,15,320,5,16,6,8,0,0,0,0,43,0,0,4,5,0,0,0,0,10,18,190,911,2601,1571,174,35,161,5660
POA3851,4,48,308,814,487,100,17,50,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,16,0,3,0,0,0,0,0,0,6,7,58,314,812,487,105,15,46,1846
POA3852,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
POA3854,0,6,30,240,152,32,9,7,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,240,152,32,9,7,481
POA3856,0,7,30,197,97,17,3,4,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,197,97,17,3,4,353
POA3857,0,0,10,69,37,7,3,6,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,72,37,7,3,6,136
POA3858,0,10,188,552,268,41,5,29,1103,0,5,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,11,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,0,17,197,560,268,41,9,30,1125
POA3859,0,6,34,128,95,11,3,5,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,7,40,130,94,11,4,5,296
POA3860,0,46,396,1331,679,92,18,61,2621,0,10,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,14,0,21,24,4,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,4,0,0,0,3,52,0,3,5,7,0,0,0,0,15,0,0,3,3,13,0,0,0,16,0,81,437,1348,688,93,15,61,2724
POA3862,0,24,140,549,330,57,7,28,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,8,0,33,143,552,337,59,7,28,1154
POA3864,0,0,14,37,17,4,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,17,4,3,0,82
POA3865,0,3,24,98,36,6,0,8,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,24,98,33,6,0,8,168
POA3869,0,3,46,274,174,35,0,16,562,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,12,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,60,274,174,35,0,21,583
POA3870,3,8,62,261,122,16,3,5,485,0,5,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,71,264,126,16,3,5,499
POA3871,0,10,118,542,257,38,10,24,1003,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,13,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,0,0,0,29,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,4,0,25,137,552,264,38,10,26,1047
POA3873,0,0,18,67,23,3,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,67,27,3,0,0,117
POA3874,0,8,48,100,59,9,0,6,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,48,98,63,9,6,8,239
POA3875,8,122,887,3350,1609,226,40,171,6411,0,45,188,46,7,0,3,16,302,0,12,8,10,0,0,0,0,28,0,54,189,51,8,0,3,16,328,0,20,47,31,0,0,0,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,31,0,0,0,5,107,0,8,16,5,0,0,0,5,35,0,3,12,12,12,0,3,55,90,5,215,1156,3454,1630,228,42,253,6973
POA3878,0,3,71,188,122,23,3,3,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,71,186,122,23,3,4,420
POA3880,0,21,268,832,273,19,6,30,1453,0,10,77,39,3,0,0,5,141,0,0,3,7,0,0,0,0,10,0,10,82,49,5,0,0,5,151,0,3,49,8,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,8,0,0,0,3,64,3,19,11,4,0,0,0,0,39,0,0,3,9,0,0,0,0,8,7,48,409,898,276,23,6,42,1710
POA3882,0,7,36,176,127,19,3,11,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,20,9,0,0,0,0,0,41,0,3,0,0,0,0,0,0,3,8,25,49,185,125,17,3,6,423
POA3885,0,31,144,338,146,23,5,20,702,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,8,0,37,153,349,148,23,10,18,728
POA3886,0,5,17,65,31,11,0,7,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,22,69,31,11,0,7,144
POA3887,0,6,25,53,25,4,3,7,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,4,0,6,30,53,26,4,3,10,141
