SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC22683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9
SSC22684,0,0,0,0,5,4,0,0,0,5,0,3,4,0,7,0,0,7,0,6,19,0,6,0,28,13,5,19,0,27,53,8,18,0,79,25,13,14,0,52,29,24,12,0,65,30,24,0,0,57,20,15,0,0,37,17,18,0,0,35,33,27,0,0,57,16,17,0,0,31,4,5,0,0,20,3,0,0,0,3,3,12,0,0,16,29,26,8,0,59,8,0,0,0,7,302,188,103,3,604
SSC22685,18,8,12,0,39,19,0,6,0,29,17,8,20,0,39,8,3,32,0,47,82,10,41,0,128,40,11,77,0,127,276,25,69,11,387,173,61,75,8,318,195,119,77,8,399,136,133,60,9,336,103,122,42,0,272,101,141,31,0,274,179,267,40,8,491,106,197,12,0,320,55,118,3,0,177,41,56,3,0,102,85,151,5,0,238,115,200,64,0,377,42,17,8,0,68,1781,1656,690,51,4172
SSC22686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,0,0,11,0,0,0,0,4,5,0,0,0,5,5,10,0,0,13,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,3,3,0,0,7,0,5,0,0,11,0,3,0,0,7,30,37,3,0,73
SSC22687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,15
SSC22689,8,4,0,0,11,0,3,3,0,5,0,0,0,0,7,0,0,0,0,0,16,0,3,0,21,12,7,13,0,28,38,9,9,0,52,40,14,18,0,61,28,23,6,0,62,38,30,14,0,78,30,37,11,0,76,38,54,16,3,103,39,93,14,0,138,34,93,8,0,129,28,86,5,0,111,26,60,4,0,93,58,242,3,0,300,42,131,24,0,194,4,13,3,0,20,456,885,147,5,1498
SSC22690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,8,4,6,0,0,11,3,7,0,0,11,0,4,0,0,6,5,4,0,0,13,7,11,0,0,21,9,11,0,0,13,3,11,0,0,9,3,39,0,0,43,0,13,0,0,13,0,3,0,0,3,44,112,8,0,165
SSC22691,9,3,5,0,17,0,0,3,0,8,0,0,5,0,8,0,0,3,0,3,8,0,3,0,15,4,3,10,0,15,27,5,9,0,41,26,6,7,0,47,31,27,14,0,70,19,18,11,4,57,17,31,9,0,56,15,49,8,0,71,42,118,16,0,169,32,109,12,0,159,17,92,3,0,114,17,71,4,0,95,24,196,5,0,224,31,93,14,0,144,4,9,0,0,20,338,841,143,7,1331
SSC22692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8
SSC22693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,0,0,0,3,0,0,0,0,3,0,4,0,0,5,0,3,0,0,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,30,14,0,0,41
SSC22694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,9,11,0,3,0,13,7,0,3,0,11,4,4,7,0,10,3,10,0,0,10,6,15,0,0,20,4,5,0,0,13,9,26,5,0,34,4,5,0,0,10,0,3,0,0,8,0,0,0,0,0,0,10,0,0,9,3,11,0,3,20,0,0,0,0,0,56,97,18,0,172
SSC22695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC22696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,10,3,0,0,0,3,3,4,0,0,6,5,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,18,18,6,3,47
SSC22697,35,7,11,4,57,22,4,14,0,38,18,8,35,0,61,10,6,54,3,75,144,22,86,7,254,86,25,159,3,270,428,62,175,6,673,277,114,173,18,573,351,193,136,15,704,289,254,112,14,676,169,261,71,3,505,216,271,46,7,536,382,481,57,11,930,213,342,16,8,576,78,181,3,0,264,43,120,6,0,168,101,196,3,0,296,170,337,104,9,622,68,26,41,0,135,3085,2904,1302,114,7400
SSC22698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,5,0,0,11
SSC22699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,15,6,0,0,21
SSC22700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,13,8,3,0,22
SSC22701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,12,3,0,26
SSC22702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3
SSC22703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,14
SSC22704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,5,5,4,0,0,6,3,0,0,0,5,0,3,0,0,6,4,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,4,0,9,0,0,0,0,0,25,24,9,0,55
SSC22705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC22706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,8,5,0,28
SSC22707,7,3,3,0,15,3,0,0,0,4,0,0,3,0,3,0,0,0,0,3,7,0,0,0,11,4,3,4,0,8,10,9,0,0,26,7,10,3,0,20,10,11,3,0,28,13,21,3,0,37,11,14,3,0,34,9,29,0,0,35,22,66,10,0,95,8,47,0,0,55,8,36,0,0,44,5,46,3,0,55,18,101,4,0,118,3,56,4,0,65,3,9,0,0,12,143,455,49,4,658
SSC22708,6,3,0,0,13,8,0,3,0,10,0,0,5,0,5,0,4,3,0,11,11,0,21,0,29,3,7,20,0,33,67,17,24,5,110,34,21,27,8,94,46,21,38,4,113,36,35,17,4,90,23,36,26,0,87,34,46,14,3,96,75,114,19,8,204,51,98,15,0,160,32,53,12,0,96,26,34,5,0,61,17,59,0,0,78,35,57,30,0,117,6,6,9,0,24,510,608,286,31,1438
SSC22709,10,0,0,0,10,4,0,0,0,4,4,0,3,0,8,0,0,3,0,3,18,3,3,3,26,10,4,9,0,24,56,4,8,0,68,32,23,16,0,73,47,27,19,0,90,22,34,14,0,69,17,41,3,0,63,20,45,14,0,81,42,86,16,3,147,31,64,11,0,101,22,68,0,0,91,3,32,3,0,36,12,64,9,3,80,15,74,16,4,111,17,5,0,0,22,376,573,138,15,1100
SSC22710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,8,8,0,0,12
SSC22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,3,0,0,0,6,3,5,0,0,7,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,3,0,6,0,0,0,0,0,20,18,8,0,50
SSC22712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,16,13,0,0,22
SSC22714,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,8,3,3,3,0,10,18,0,3,0,28,13,8,3,0,20,16,10,10,0,37,14,11,6,0,31,3,27,9,0,40,15,26,5,0,44,17,44,3,3,65,11,43,0,0,55,3,28,0,0,32,0,16,0,0,20,4,38,3,0,48,16,40,7,0,61,3,0,0,0,3,157,288,64,3,515
SSC22715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC22716,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,0,3,0,5,0,0,0,0,5,5,0,0,0,3,6,3,0,0,6,6,0,0,0,8,3,3,0,0,3,3,7,0,0,10,0,4,0,0,4,0,5,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,12,0,0,0,0,0,41,27,10,0,81
SSC22717,5,0,0,0,9,0,0,0,0,3,3,0,3,0,9,0,0,3,0,3,12,3,10,0,21,6,8,7,0,19,31,3,7,0,44,26,7,5,0,32,32,18,17,0,62,41,32,6,6,82,20,47,8,0,75,20,62,4,3,86,33,107,4,0,144,25,109,0,0,136,14,72,3,0,88,6,34,0,0,40,12,60,0,3,70,20,58,6,0,79,6,10,4,0,19,299,625,91,11,1030
SSC22718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC22719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,7,0,0,17
SSC22720,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,7,7,0,0,12,8,0,3,0,13,24,8,9,0,45,8,8,4,0,21,13,3,8,0,22,5,4,0,0,12,10,6,3,0,12,4,3,0,0,6,5,3,0,0,6,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,8,0,30,4,5,0,0,10,103,61,43,0,215
SSC22721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
SSC22722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,10
SSC22723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC22724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,3,0,12
SSC22725,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,18,11,3,0,39
SSC22726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,9
SSC22727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,25,10,9,0,44
SSC22728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,10,4,3,0,0,10,4,3,3,0,11,8,3,0,0,8,0,0,0,0,0,3,5,0,0,4,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,33,26,4,0,64
SSC22729,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,3,0,0,7,9,0,0,0,9,3,0,3,3,10,4,3,0,0,6,3,3,0,0,6,3,0,0,0,3,4,4,0,0,9,3,8,0,0,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,5,3,0,0,0,4,47,28,8,8,87
SSC22730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,22,5,3,0,33
SSC22731,12,0,5,0,21,5,0,3,0,14,4,3,27,0,33,4,0,39,0,46,65,10,78,6,161,25,20,73,5,127,230,39,84,6,368,111,62,83,4,262,125,105,72,6,298,91,105,49,6,251,45,74,29,6,156,46,58,14,4,126,74,113,7,3,201,32,48,0,0,80,8,27,0,3,40,0,5,0,0,11,11,5,5,0,19,49,79,52,4,189,43,9,28,3,82,986,783,660,60,2490
SSC22732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,11,13,3,0,26
SSC22733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,0,21
SSC22735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11
SSC22736,70,39,52,3,165,23,14,24,4,57,22,32,59,0,113,8,21,86,4,114,151,90,126,6,377,80,90,219,8,395,423,165,197,7,797,250,278,250,26,796,299,365,257,20,946,325,442,165,19,949,224,442,107,18,789,224,383,101,13,726,442,745,116,15,1321,233,503,55,3,794,123,285,25,0,434,55,163,8,0,226,88,321,18,3,428,219,548,198,12,977,84,68,51,3,209,3344,4989,2113,164,10618
SSC22737,8,0,3,0,10,0,0,0,0,0,3,3,0,0,5,0,0,3,0,5,11,0,4,0,16,4,0,3,0,12,36,5,9,0,48,16,4,10,0,37,21,10,3,0,35,21,21,6,0,42,13,16,0,0,28,10,8,3,0,20,22,23,6,3,57,18,16,0,0,32,9,26,0,0,33,3,7,0,0,12,13,11,0,0,23,13,24,4,0,41,7,4,0,0,14,228,183,61,10,476
SSC22738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,3,4,3,0,0,5,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,3,19,9,3,0,34
SSC22739,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,4,0,4,4,3,0,0,6,4,0,0,0,10,15,3,4,0,18,7,7,3,0,10,3,16,3,0,23,9,10,8,0,20,3,15,0,0,18,9,11,3,0,26,10,16,0,0,31,5,15,0,0,20,3,11,0,0,10,0,4,0,0,4,0,5,0,0,5,10,24,8,0,43,3,3,3,0,8,88,132,43,0,267
SSC22740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,9,3,0,4,0,8,6,0,6,0,11,5,0,0,0,12,0,6,4,0,12,5,3,0,0,8,7,8,0,0,14,3,4,0,0,10,7,3,0,0,9,3,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,38,35,27,3,101
SSC22741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,3,14,15,3,0,36
