CED_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
CED211,9,24,3,3,3,6,0,0,0,51,80,428,8,8,11,3,0,3,9,542,657,1535,135,65,247,131,43,59,39,2913,33,54,7,3,16,0,0,0,0,112,157,553,50,38,38,26,4,11,7,885,54,70,7,16,21,3,0,0,3,175,1701,4337,660,402,781,431,179,239,101,8835,6,3,10,4,0,6,4,4,0,29,337,427,325,156,119,130,88,102,22,1716,437,488,433,249,184,205,113,137,23,2270,984,354,3681,363,344,372,477,680,98,7356,18,9,42,26,22,25,30,31,3,217,79,69,78,58,39,54,40,73,7,490,34,84,45,13,22,14,15,26,12,262,62,73,87,44,22,46,52,65,58,515,4643,8517,5575,1452,1873,1448,1058,1423,390,26369,12,50,0,4,12,3,0,3,0,75,45,314,6,6,20,3,0,3,3,401,333,1538,56,126,435,105,4,40,36,2676,20,101,0,11,11,5,0,0,0,152
CED212,8,24,3,3,0,0,0,0,0,34,30,154,5,3,7,6,0,0,3,203,302,485,34,34,63,31,13,17,12,984,15,29,0,3,5,9,0,0,0,66,93,280,15,36,19,12,9,12,5,485,28,48,12,7,5,3,0,3,0,113,989,2152,302,242,266,245,109,166,60,4523,3,0,4,3,3,8,4,0,0,24,335,369,290,179,120,101,85,99,28,1608,461,371,389,262,161,160,91,130,36,2073,1356,416,6027,458,396,512,889,1053,161,11260,32,16,54,28,16,29,47,52,3,277,97,44,89,84,49,66,67,71,15,576,42,37,36,19,9,12,27,18,7,209,82,73,156,56,34,52,104,110,73,746,3888,4496,7424,1408,1155,1251,1434,1733,396,23190,5,35,0,5,5,0,0,0,0,55,14,137,3,0,3,0,0,0,0,161,171,757,16,44,81,27,0,3,10,1105,11,56,0,5,13,5,0,0,0,87
CED213,10,8,0,0,0,0,0,0,0,19,19,122,0,3,3,3,0,0,0,155,173,318,21,20,19,14,5,9,10,601,14,16,0,0,0,3,3,0,0,38,98,238,11,42,26,14,11,8,8,449,23,28,4,6,7,3,0,3,0,73,839,1653,238,201,156,172,62,105,39,3464,3,14,7,3,3,0,0,6,0,28,387,343,271,125,101,89,50,86,23,1477,434,298,374,215,123,109,83,116,22,1788,1784,387,6986,490,348,513,1018,1308,175,13016,40,21,63,28,9,48,22,62,3,298,101,54,89,81,34,63,73,79,9,590,28,37,50,21,13,10,22,22,3,195,110,68,219,56,24,65,93,137,87,859,4045,3615,8343,1298,858,1113,1438,1951,389,23045,0,32,0,0,3,0,0,0,0,44,21,107,0,0,3,0,0,0,0,137,134,564,10,48,50,18,0,4,5,830,8,37,3,7,3,0,0,0,0,60
CED214,11,37,0,3,3,0,0,0,0,56,69,377,16,4,3,7,4,0,5,484,650,1403,151,155,257,173,107,207,40,3142,40,61,3,8,10,11,6,5,5,146,160,508,36,41,67,22,15,20,6,882,34,84,8,9,13,8,3,5,0,168,2003,4471,695,515,934,552,348,504,154,10184,7,6,10,8,3,6,3,4,0,38,333,439,368,177,157,113,130,134,26,1876,434,447,528,264,248,179,193,220,40,2555,856,383,3568,434,367,334,800,748,138,7628,29,17,28,31,19,25,50,55,10,267,80,68,91,62,51,63,91,63,10,584,49,78,45,33,27,22,38,42,9,348,71,93,125,61,31,45,101,113,94,725,4828,8469,5675,1803,2204,1541,1889,2133,536,29077,11,45,0,4,11,3,0,0,0,75,54,395,5,7,13,6,0,0,3,488,555,1766,52,174,341,107,8,67,38,3109,33,128,9,8,16,5,0,4,0,194
CED215,0,12,0,0,0,0,0,0,0,13,22,85,0,0,5,0,0,0,0,113,143,246,12,22,26,17,9,6,0,485,10,28,3,0,0,0,0,0,0,38,64,187,13,29,13,9,3,8,4,329,23,34,5,8,4,0,3,0,0,74,536,1388,179,150,137,58,57,83,21,2604,4,3,3,3,0,3,0,3,0,23,240,218,182,105,41,37,36,49,6,928,305,273,297,208,107,82,77,86,26,1459,1543,302,5439,478,337,405,1365,1300,198,11365,41,16,48,35,19,35,36,84,10,323,85,33,79,42,22,38,76,99,16,492,27,30,30,8,6,8,19,42,3,180,149,49,148,49,26,54,141,174,84,865,3194,2912,6447,1139,742,744,1818,1931,375,19296,3,24,0,0,0,0,0,0,0,30,11,85,0,3,0,0,0,0,0,104,90,395,9,43,32,7,0,9,5,590,11,44,0,3,3,0,0,0,0,57
CED216,29,48,3,0,0,3,0,0,0,81,155,612,9,7,21,6,0,0,10,817,1390,1788,89,60,238,137,18,48,50,3823,81,84,0,3,19,10,0,0,4,202,292,534,23,31,60,26,16,9,7,1001,43,43,3,19,8,4,0,0,3,129,3545,5868,475,421,785,674,128,208,171,12275,3,6,4,3,0,0,0,0,0,15,536,576,246,100,121,168,43,65,28,1883,561,417,282,176,152,180,61,87,26,1947,878,304,2056,257,218,309,203,337,69,4618,29,16,15,24,14,20,11,18,0,151,103,86,51,44,34,69,26,34,4,453,89,111,35,22,16,27,8,16,5,322,98,104,73,27,28,42,25,21,53,479,7822,10603,3369,1197,1709,1679,532,832,448,28198,29,60,3,5,15,6,0,0,0,117,95,529,3,5,21,4,0,0,8,668,699,2041,40,130,346,105,3,20,36,3423,48,158,4,10,24,3,0,0,3,244
CED217,4,11,3,0,0,0,0,0,0,22,12,114,6,7,12,0,0,3,4,153,326,695,82,65,178,78,120,40,28,1599,12,35,4,7,15,5,7,3,3,74,57,196,15,17,26,16,12,15,8,366,16,31,0,4,13,0,3,3,0,70,991,2398,571,326,720,344,511,333,101,6289,4,3,4,3,4,0,6,10,0,31,317,262,361,148,197,118,220,151,24,1790,427,346,523,276,320,176,354,240,36,2700,1034,329,5657,556,591,411,1753,1361,215,11921,38,14,54,37,41,39,100,73,7,406,76,47,108,115,74,64,204,128,14,825,38,50,60,28,37,17,65,32,13,336,67,78,199,72,55,85,234,146,126,1065,3429,4598,7649,1655,2276,1353,3586,2535,585,27662,3,39,0,3,5,3,0,0,0,55,7,89,3,6,3,3,0,3,0,119,138,674,33,127,245,85,7,31,19,1355,9,54,3,9,14,0,0,0,4,99
CED218,20,65,4,4,8,4,0,0,0,92,142,1003,8,5,14,3,0,0,12,1187,1351,2724,146,121,407,215,57,85,83,5185,40,140,0,3,19,10,0,4,0,230,268,717,28,33,86,33,4,16,13,1196,40,72,9,14,16,10,3,7,0,162,3705,8083,652,540,1134,978,154,365,235,15860,6,9,3,9,6,5,0,3,0,38,462,560,240,114,122,189,42,53,23,1805,409,458,353,222,178,204,38,89,21,1978,698,319,1739,292,221,328,140,263,57,4055,34,20,16,22,11,27,10,16,3,153,79,71,42,63,35,67,17,37,5,410,83,143,31,9,35,19,7,14,9,351,79,123,60,37,29,52,21,42,72,513,7416,14513,3336,1490,2329,2137,495,982,536,33221,22,75,0,3,8,4,0,0,0,111,79,702,4,5,27,5,0,0,12,834,867,2811,64,170,592,205,3,50,67,4836,49,159,0,9,33,10,0,0,3,268
CED219,3,14,0,0,3,0,0,0,0,21,14,178,7,3,10,0,0,5,3,220,373,817,153,92,222,114,149,98,29,2038,15,35,3,5,11,3,6,0,0,90,64,156,27,31,33,12,21,12,0,352,10,38,10,4,14,0,8,3,3,91,894,2269,661,364,693,401,552,428,81,6338,3,9,14,5,3,0,9,3,0,49,363,327,575,157,175,145,336,245,27,2345,467,340,700,366,289,210,447,303,33,3162,1077,369,6508,563,566,549,1798,1517,228,13179,48,24,71,48,37,59,107,87,5,474,85,38,140,84,70,69,195,114,15,807,51,54,76,24,43,23,88,52,18,419,75,61,238,50,55,65,202,193,142,1088,3550,4728,9164,1801,2207,1666,3898,3073,585,30672,0,18,0,0,8,0,0,0,0,32,8,87,4,3,6,0,0,0,0,114,143,750,53,238,321,120,11,65,30,1721,9,73,0,6,10,7,0,3,0,112
CED220,6,23,3,0,0,0,0,0,0,32,50,314,8,4,6,0,3,7,0,389,528,1172,135,97,226,144,75,99,39,2515,24,45,9,0,9,8,0,3,0,104,122,329,19,21,51,14,16,10,10,606,42,47,10,8,4,7,3,6,0,113,1588,3448,688,389,677,522,345,384,91,8133,3,3,5,0,3,0,3,6,0,31,339,354,355,131,147,121,140,138,19,1748,407,347,538,207,218,160,212,198,39,2325,708,291,3500,343,315,356,551,653,94,6815,20,21,36,29,23,24,24,50,5,227,91,36,73,60,48,64,67,57,7,501,46,81,59,10,27,29,44,30,6,342,51,69,121,44,46,56,90,105,71,646,4015,6579,5563,1346,1814,1515,1565,1744,388,24534,10,41,0,0,3,0,0,0,0,59,40,254,7,12,13,3,0,0,4,337,324,1258,42,154,347,130,8,62,21,2330,17,82,4,10,21,5,0,3,0,138
CED221,3,9,0,0,0,0,0,0,0,8,29,113,0,7,3,0,0,0,0,151,184,304,20,22,24,9,0,10,3,591,11,15,3,0,0,0,0,0,0,36,111,258,16,43,20,6,4,11,8,481,32,37,4,8,5,3,0,0,0,91,705,1508,184,188,154,97,67,122,32,3061,3,4,0,5,4,0,0,0,0,24,379,255,184,151,65,48,46,76,23,1216,451,290,284,321,118,111,81,112,23,1794,1817,371,5321,542,355,454,1288,1345,188,11695,49,7,60,36,19,34,63,76,3,347,96,32,86,63,38,43,103,86,11,558,37,22,44,14,12,9,28,24,10,202,153,42,157,44,21,55,156,134,94,850,4055,3271,6360,1441,839,870,1848,2011,395,21098,10,23,0,4,3,0,0,0,0,39,19,100,0,3,6,0,0,0,0,128,170,568,9,51,46,12,0,21,9,872,9,32,0,0,3,0,0,0,0,49
CED222,9,19,3,0,3,0,0,0,0,37,37,253,9,0,8,0,3,3,4,323,453,851,76,50,143,87,46,46,21,1782,39,40,9,0,9,5,3,5,3,109,132,310,23,34,28,12,7,10,4,574,32,45,6,8,9,3,4,6,3,116,1391,3051,519,329,581,377,237,240,72,6790,0,4,4,10,4,3,4,3,0,34,426,406,355,149,167,138,142,111,31,1932,512,434,464,264,232,204,188,163,43,2490,1269,402,4986,425,419,447,927,915,183,9977,33,21,37,23,29,32,46,64,3,293,114,63,103,51,48,59,98,74,10,618,62,63,52,21,21,30,43,38,20,357,85,77,135,46,45,42,95,89,88,687,4595,6049,6781,1416,1754,1443,1840,1766,478,26124,12,36,0,3,6,3,0,0,0,64,39,206,4,7,8,3,0,0,7,274,281,1073,36,122,231,63,6,30,22,1869,15,78,0,11,14,3,0,3,0,120
CED223,14,40,0,0,4,3,0,0,0,58,104,675,5,4,15,4,0,3,3,824,744,1375,92,68,174,81,31,56,39,2660,35,66,3,9,16,4,3,3,0,134,243,573,40,56,72,23,6,23,10,1039,45,63,8,26,12,3,3,3,5,167,1979,4381,505,423,682,412,136,227,96,8840,3,3,3,7,0,0,0,0,0,23,406,474,269,163,148,105,60,72,12,1702,450,460,413,220,186,123,71,102,18,2055,1032,399,4040,403,346,332,442,562,101,7654,30,24,32,27,26,23,16,28,3,194,95,55,67,61,53,52,52,57,7,505,29,80,34,13,18,10,8,13,5,227,64,83,86,28,36,30,30,57,55,471,5274,8758,5606,1513,1770,1215,856,1204,358,26558,10,67,0,7,11,0,0,0,0,96,56,570,9,7,22,0,0,0,3,672,401,1750,33,94,291,64,5,28,26,2699,24,122,0,10,22,3,0,0,0,181
CED224,21,63,0,3,8,3,0,0,0,103,177,1165,10,3,26,11,6,3,7,1411,1342,2510,140,76,335,195,28,84,82,4790,65,117,3,3,18,9,4,0,4,226,292,646,26,32,74,24,6,11,21,1135,49,76,5,10,8,4,0,0,3,153,3208,7134,535,483,894,702,136,294,193,13577,4,6,0,0,3,0,3,0,0,18,385,448,174,93,125,153,29,65,9,1487,364,322,219,152,128,158,35,84,18,1483,612,234,1274,208,164,258,99,189,63,3111,30,11,16,19,12,20,8,8,0,122,71,54,37,41,31,45,22,17,8,325,83,123,30,16,22,19,9,14,10,339,77,107,45,23,15,35,11,25,58,405,6789,13024,2510,1172,1864,1647,392,797,486,28682,19,90,0,4,15,0,0,0,0,126,108,841,0,3,37,6,0,0,13,1008,759,2523,58,149,470,143,9,31,54,4198,47,157,0,11,19,4,0,0,0,243
CED225,4,26,0,0,3,0,0,3,0,37,56,273,5,0,6,0,3,3,0,344,426,819,64,32,146,49,36,29,15,1626,31,45,0,0,3,0,0,3,0,82,130,318,24,33,34,11,13,12,6,584,44,47,3,21,13,3,5,0,3,137,1215,2781,472,269,419,294,197,211,66,5919,5,5,7,9,4,0,3,0,0,27,483,433,399,167,141,137,130,111,13,2016,605,465,551,246,221,164,173,172,28,2626,1747,544,6714,440,473,536,1066,1121,180,12820,29,22,52,29,30,39,28,39,4,276,111,63,113,59,53,66,79,65,6,616,63,70,42,15,25,12,42,20,6,300,97,63,162,46,41,55,97,82,83,728,5040,5972,8613,1363,1616,1378,1871,1874,421,28152,7,47,0,0,4,3,0,0,0,62,22,231,0,8,10,3,0,0,4,273,200,1001,31,101,211,46,0,15,17,1621,15,80,0,8,12,0,0,0,3,120
CED226,8,23,3,3,0,0,0,3,0,46,40,345,16,7,14,3,3,6,3,440,1017,2372,292,183,637,349,278,164,87,5380,35,84,11,10,13,21,8,8,3,196,128,340,29,42,51,30,32,14,9,678,36,86,4,7,13,3,5,3,0,157,1592,3896,905,577,1034,657,804,549,160,10167,10,5,8,8,3,3,12,5,6,53,440,430,579,223,233,142,347,175,36,2608,608,483,767,386,425,240,592,305,62,3872,1168,485,5725,700,673,503,1885,1440,206,12790,39,19,58,43,37,37,98,102,3,435,111,58,109,94,81,69,240,118,16,897,101,103,83,30,59,43,89,59,16,580,111,74,218,66,62,58,273,150,126,1128,5445,8791,8814,2387,3339,2154,4679,3100,728,39419,3,33,0,3,5,0,0,0,0,40,19,186,6,6,9,0,0,0,3,232,374,1548,107,396,738,259,43,134,53,3660,23,114,0,17,25,12,0,4,0,182
CED227,5,3,0,0,0,0,0,0,0,12,15,74,0,0,0,0,0,0,4,99,87,158,8,7,13,11,10,3,3,299,4,20,0,0,3,0,0,0,0,25,62,163,11,18,10,3,0,9,0,279,19,26,4,14,3,0,0,0,0,68,559,1255,103,139,95,48,32,95,23,2355,5,0,3,9,0,0,0,8,0,26,340,199,109,126,44,48,45,53,14,967,369,205,172,185,75,54,56,115,22,1258,2313,322,4044,395,254,455,1029,1179,155,10158,70,13,41,36,18,42,54,87,8,356,129,36,55,60,22,51,71,94,3,519,37,28,21,9,3,9,16,33,3,154,245,50,154,41,18,58,157,204,91,1022,4269,2549,4721,1033,553,787,1473,1883,331,17583,0,22,0,0,0,0,0,0,0,30,6,50,0,4,0,0,0,0,0,63,87,345,3,30,24,5,0,12,0,506,9,30,0,3,0,0,0,0,0,42
CED228,14,35,0,3,3,5,0,0,0,61,57,326,10,3,7,0,0,3,3,415,520,1123,104,82,201,131,102,108,48,2429,36,59,6,9,8,3,3,5,7,126,116,348,22,32,50,13,11,18,3,617,29,61,9,8,10,3,0,0,3,118,1707,3876,637,449,802,494,358,471,149,8945,3,0,5,3,0,8,10,4,0,47,328,372,341,176,173,112,152,126,34,1808,437,373,514,248,236,162,229,236,35,2466,827,300,3476,422,387,356,734,762,109,7380,34,13,29,42,19,39,47,54,8,276,66,58,57,80,44,70,83,65,14,541,40,77,53,32,27,21,55,34,11,340,68,80,147,44,40,43,127,128,100,777,4282,7104,5416,1626,2016,1461,1914,2021,519,26352,13,50,0,4,12,0,0,0,0,76,29,282,5,4,13,5,0,5,7,343,334,1267,44,128,309,93,8,70,29,2271,21,97,0,9,16,6,0,0,5,150
CED229,9,23,3,3,4,0,0,0,0,42,30,190,5,5,6,3,0,0,0,251,483,824,79,80,163,95,116,54,31,1915,23,49,0,6,8,0,8,0,7,88,101,309,27,47,44,12,16,11,5,572,29,73,8,18,13,10,0,0,3,149,1224,2636,415,376,561,318,346,260,81,6210,9,7,8,3,3,5,3,7,0,45,487,459,415,221,183,137,199,145,34,2283,690,447,589,401,297,183,292,187,34,3122,1955,561,8996,779,702,649,1990,1644,269,17539,48,22,63,46,31,30,84,91,5,423,141,77,138,101,84,68,146,105,13,868,54,73,76,36,37,18,71,39,11,406,131,96,252,64,58,74,210,163,94,1141,5407,5833,11074,2191,2189,1601,3473,2712,583,35066,3,49,0,7,8,0,0,0,0,67,33,151,6,10,8,3,0,0,3,209,224,908,35,143,226,72,3,42,16,1662,13,102,0,14,9,4,0,0,3,144
CED230,4,15,0,0,0,0,0,3,0,21,18,104,11,3,0,0,0,4,0,141,155,343,33,17,42,20,20,26,6,661,12,24,3,3,3,0,0,0,0,38,78,247,18,32,18,7,15,11,0,425,19,23,11,5,5,0,0,4,0,67,656,1558,222,187,212,125,87,144,36,3237,10,3,3,3,0,3,0,3,0,27,307,244,236,124,92,74,83,93,21,1270,402,296,357,268,117,93,115,148,24,1829,2057,357,6835,458,433,508,1671,1708,201,14232,46,16,61,26,16,45,52,82,7,347,94,36,87,58,27,52,122,80,13,560,38,38,32,12,10,14,27,33,10,214,153,52,188,44,31,67,141,185,102,965,4046,3366,8091,1229,1006,1011,2344,2521,421,24038,4,34,0,3,3,0,0,0,0,45,16,108,0,8,0,0,0,0,3,135,107,544,19,63,78,30,0,19,3,862,4,43,3,3,5,0,0,0,0,59
CED231,19,60,4,6,4,3,0,0,0,96,172,1475,10,10,33,8,3,3,24,1738,1287,3995,219,210,499,226,47,153,90,6711,36,139,6,9,8,9,5,4,8,220,286,867,23,43,114,30,12,15,16,1410,72,141,3,3,33,5,4,5,0,273,3470,11060,1022,1163,1642,1020,283,717,270,20656,3,6,8,9,0,3,4,3,0,38,407,555,297,212,144,147,42,115,31,1952,486,546,565,365,231,201,101,223,33,2738,642,391,1937,451,327,282,219,370,79,4693,33,27,30,41,25,32,20,34,0,243,93,91,78,88,42,62,37,52,13,556,66,150,39,39,24,22,14,32,12,398,106,146,97,52,42,43,43,80,86,694,7161,19651,4351,2700,3177,2090,822,1809,662,42418,15,105,0,4,11,4,0,0,0,143,162,1288,10,11,54,3,0,3,7,1539,1157,4449,133,319,838,294,5,85,103,7379,59,165,4,9,34,4,0,3,8,278
CED232,28,65,0,3,4,3,0,0,0,106,141,871,8,14,23,5,3,0,15,1076,1401,2853,161,143,396,202,41,71,90,5349,59,105,3,6,24,11,0,3,0,217,246,686,37,41,74,32,8,20,6,1165,48,108,5,8,19,11,0,5,0,207,3630,8504,734,742,1197,889,143,366,279,16481,13,9,6,11,3,0,0,0,0,45,503,595,293,169,149,159,50,72,31,2015,595,539,401,289,210,188,51,107,30,2414,784,405,2202,386,315,336,207,362,73,5071,44,31,21,26,14,22,14,28,5,198,116,115,68,61,40,81,26,38,5,544,85,192,42,30,19,20,8,22,23,440,113,178,79,37,26,57,18,36,88,639,7802,15249,4064,1956,2522,2006,574,1139,644,35962,22,84,0,3,9,4,0,0,0,129,107,773,0,8,36,4,0,3,12,946,1128,3205,71,229,586,196,7,71,68,5560,61,176,3,22,26,11,0,6,3,304
CED233,24,22,0,0,4,0,0,4,0,58,74,497,6,3,23,4,3,0,6,610,740,1377,106,62,224,115,33,43,47,2740,24,69,8,4,9,3,0,3,3,124,189,369,33,28,34,27,7,18,12,711,44,40,3,7,15,9,0,0,0,118,2216,4048,524,321,692,570,164,226,131,8897,3,4,3,4,0,6,0,0,0,21,466,445,267,123,129,132,41,74,26,1700,445,368,339,165,161,142,65,98,24,1798,998,308,2939,287,253,351,334,470,73,6009,34,14,35,13,19,20,12,21,3,177,108,69,59,45,36,59,22,42,11,452,60,89,36,31,25,32,12,7,3,292,94,74,84,28,33,33,38,45,56,487,5505,7805,4436,1126,1645,1495,742,1064,385,24195,10,38,0,3,11,3,0,0,0,60,35,322,10,4,14,4,0,4,4,398,367,1357,43,96,322,113,3,13,34,2351,19,95,0,3,19,3,0,3,0,142
CED234,0,10,0,0,0,0,0,0,0,13,16,74,0,0,0,0,0,3,3,102,149,251,19,13,23,9,3,13,3,480,8,21,3,0,0,0,0,0,0,30,62,242,12,22,17,3,0,4,4,365,18,27,0,3,3,0,0,4,0,67,671,1324,141,130,101,73,53,113,17,2620,0,0,3,5,0,3,5,3,0,22,377,200,123,83,52,38,55,83,13,1027,406,225,234,163,82,73,66,131,18,1388,2028,258,4475,359,258,433,1162,1563,158,10697,45,12,36,29,12,34,38,95,0,299,118,33,71,43,14,43,66,93,4,487,37,26,28,15,6,5,13,34,5,172,202,44,160,36,27,55,150,216,103,999,4144,2737,5303,902,598,775,1617,2349,337,18762,3,18,0,0,0,0,0,0,0,24,9,62,3,4,3,0,0,0,0,88,107,389,7,32,43,10,0,16,4,607,10,24,0,4,3,0,0,0,0,43
