"SECTOR","SHELF","REEF_NAME","REEF_ID","SITE_NO","LATITUDE","LONGITUDE","P_CODE","VISIT_NO","YEAR_CODE","SAMPLE_DATE","GROUP_CODE","COVER"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","3","199495","1995-04-16","Hard Coral","34.14"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","3","199495","1995-04-16","Other","17.17"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","3","199495","1995-04-16","Soft Coral","17.35"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","3","199495","1995-04-16","Algae","32.27"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","3","199495","1995-04-16","Hard Coral","44.04"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","3","199495","1995-04-16","Other","11.7"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","3","199495","1995-04-16","Soft Coral","11.99"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","4","199596","1996-01-07","Algae","33.1"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","4","199596","1996-01-07","Hard Coral","35"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","4","199596","1996-01-07","Other","18.6"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","4","199596","1996-01-07","Soft Coral","13.3"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","4","199596","1996-01-07","Algae","34.93"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","4","199596","1996-01-07","Hard Coral","39.38"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","4","199596","1996-01-07","Other","14.19"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","4","199596","1996-01-07","Soft Coral","11.49"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","4","199596","1996-01-07","Algae","38.23"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","4","199596","1996-01-07","Hard Coral","43.37"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","4","199596","1996-01-07","Other","9.25"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","4","199596","1996-01-07","Soft Coral","9.15"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","5","199697","1997-01-29","Algae","42.1"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","5","199697","1997-01-29","Hard Coral","23.3"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","5","199697","1997-01-29","Other","24.8"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","5","199697","1997-01-29","Soft Coral","9.8"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","5","199697","1997-01-29","Algae","37.05"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","5","199697","1997-01-29","Hard Coral","34.69"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","5","199697","1997-01-29","Other","17.06"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","5","199697","1997-01-29","Soft Coral","11.2"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","5","199697","1997-01-29","Algae","34.2"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","5","199697","1997-01-29","Hard Coral","48.3"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","5","199697","1997-01-29","Other","8.2"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","5","199697","1997-01-29","Soft Coral","9.3"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","6","199798","1998-02-01","Algae","36.4"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","6","199798","1998-02-01","Hard Coral","30"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","6","199798","1998-02-01","Other","16.5"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","6","199798","1998-02-01","Soft Coral","17.1"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","6","199798","1998-02-01","Algae","46.87"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","6","199798","1998-02-01","Hard Coral","23.54"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","6","199798","1998-02-01","Other","14.93"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","6","199798","1998-02-01","Soft Coral","14.67"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","6","199798","1998-02-01","Algae","45.9"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","6","199798","1998-02-01","Hard Coral","37.5"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","6","199798","1998-02-01","Other","9"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","6","199798","1998-02-01","Soft Coral","7.6"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","7","199899","1999-01-25","Algae","42.7"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","7","199899","1999-01-25","Hard Coral","20.03"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","7","199899","1999-01-25","Other","20.96"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","7","199899","1999-01-25","Soft Coral","16.31"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","7","199899","1999-01-25","Algae","49.24"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","7","199899","1999-01-25","Hard Coral","19.83"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","7","199899","1999-01-25","Other","16.29"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","7","199899","1999-01-25","Soft Coral","14.65"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","7","199899","1999-01-25","Algae","55.9"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","7","199899","1999-01-25","Hard Coral","24.16"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","7","199899","1999-01-25","Other","10.43"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","7","199899","1999-01-25","Soft Coral","9.51"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","8","199900","2000-01-28","Algae","73.66"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","8","199900","2000-01-28","Hard Coral","9.77"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","8","199900","2000-01-28","Other","9.24"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","8","199900","2000-01-28","Soft Coral","7.34"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","8","199900","2000-01-28","Algae","71.7"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","8","199900","2000-01-28","Hard Coral","9.2"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","8","199900","2000-01-28","Other","8.8"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","8","199900","2000-01-28","Soft Coral","10.3"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","8","199900","2000-01-28","Algae","85.41"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","8","199900","2000-01-28","Hard Coral","7.65"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","8","199900","2000-01-28","Other","3.22"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","8","199900","2000-01-28","Soft Coral","3.72"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","9","200001","2001-02-06","Algae","65.04"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","9","200001","2001-02-06","Hard Coral","9.92"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","9","200001","2001-02-06","Other","12.02"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","9","200001","2001-02-06","Soft Coral","13.02"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","9","200001","2001-02-06","Algae","66.56"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","9","200001","2001-02-06","Hard Coral","9.85"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","9","200001","2001-02-06","Other","10.94"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","9","200001","2001-02-06","Soft Coral","12.64"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","9","200001","2001-02-06","Algae","82.45"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","9","200001","2001-02-06","Hard Coral","7.86"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","9","200001","2001-02-06","Other","5.05"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","9","200001","2001-02-06","Soft Coral","4.63"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","10","200102","2001-09-20","Algae","68.7"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","10","200102","2001-09-20","Hard Coral","12.8"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","10","200102","2001-09-20","Other","10.1"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","10","200102","2001-09-20","Soft Coral","8.4"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","10","200102","2001-09-20","Algae","70.52"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","10","200102","2001-09-20","Hard Coral","10.53"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","10","200102","2001-09-20","Other","9.03"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","10","200102","2001-09-20","Soft Coral","9.93"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","10","200102","2001-09-20","Algae","82.23"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","10","200102","2001-09-20","Hard Coral","9.69"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","10","200102","2001-09-20","Other","2.5"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","10","200102","2001-09-20","Soft Coral","5.58"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","11","200203","2002-11-06","Algae","72.86"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","11","200203","2002-11-06","Hard Coral","10.71"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","11","200203","2002-11-06","Other","8.92"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","11","200203","2002-11-06","Soft Coral","7.51"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","11","200203","2002-11-07","Algae","73.7"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","11","200203","2002-11-07","Hard Coral","13"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","11","200203","2002-11-07","Other","5.9"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","11","200203","2002-11-07","Soft Coral","7.4"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","11","200203","2002-11-07","Algae","80.8"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","11","200203","2002-11-07","Hard Coral","9.1"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","11","200203","2002-11-07","Other","3.4"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","11","200203","2002-11-07","Soft Coral","6.7"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","12","200304","2004-01-13","Algae","65.96"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","12","200304","2004-01-13","Hard Coral","12.59"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","12","200304","2004-01-13","Other","11.09"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","12","200304","2004-01-13","Soft Coral","10.36"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","12","200304","2004-01-13","Algae","69.35"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","12","200304","2004-01-13","Hard Coral","12.08"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","12","200304","2004-01-13","Other","10.64"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","12","200304","2004-01-13","Soft Coral","7.93"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","12","200304","2004-01-13","Algae","76.83"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","12","200304","2004-01-13","Hard Coral","10.28"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","12","200304","2004-01-13","Other","6.47"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","12","200304","2004-01-13","Soft Coral","6.43"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","13","200405","2005-01-19","Algae","61.3"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","13","200405","2005-01-19","Hard Coral","16"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","13","200405","2005-01-19","Other","12.3"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","13","200405","2005-01-19","Soft Coral","10.4"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","13","200405","2005-01-19","Algae","67"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","13","200405","2005-01-19","Hard Coral","15.7"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","13","200405","2005-01-19","Other","6.3"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","13","200405","2005-01-19","Soft Coral","11"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","13","200405","2005-01-19","Algae","75.6"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","13","200405","2005-01-19","Hard Coral","16.2"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","13","200405","2005-01-19","Other","2.3"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","13","200405","2005-01-19","Soft Coral","5.9"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","15","200607","2007-01-13","Algae","57.2"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","15","200607","2007-01-13","Hard Coral","15.3"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","15","200607","2007-01-13","Other","16.8"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","15","200607","2007-01-13","Soft Coral","10.7"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","15","200607","2007-01-13","Algae","62.1"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","15","200607","2007-01-13","Hard Coral","17.8"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","15","200607","2007-01-13","Other","13.1"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","15","200607","2007-01-13","Soft Coral","7"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","15","200607","2007-01-13","Algae","64.1"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","15","200607","2007-01-13","Hard Coral","21.4"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","15","200607","2007-01-13","Other","7"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","15","200607","2007-01-13","Soft Coral","7.4"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","17","200809","2009-02-11","Algae","44.6"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","17","200809","2009-02-11","Hard Coral","20.1"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","17","200809","2009-02-11","Other","13.6"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","17","200809","2009-02-11","Soft Coral","21.7"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","17","200809","2009-02-11","Algae","43.2"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","17","200809","2009-02-11","Hard Coral","25.2"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","17","200809","2009-02-11","Other","11.7"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","17","200809","2009-02-11","Soft Coral","19.9"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","17","200809","2009-02-11","Algae","42.8"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","17","200809","2009-02-11","Hard Coral","36.6"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","17","200809","2009-02-11","Other","5.2"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","17","200809","2009-02-11","Soft Coral","15.4"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","19","201011","2011-01-22","Algae","58.4"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","19","201011","2011-01-22","Hard Coral","19.3"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","19","201011","2011-01-22","Other","13"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","19","201011","2011-01-22","Soft Coral","9.3"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","19","201011","2011-01-22","Algae","52.5"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","19","201011","2011-01-22","Hard Coral","24.9"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","19","201011","2011-01-22","Other","10.1"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","19","201011","2011-01-22","Soft Coral","12.5"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","21","201213","2013-01-03","Algae","40.2"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","21","201213","2013-01-03","Hard Coral","27"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","21","201213","2013-01-03","Other","5.6"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","21","201213","2013-01-03","Soft Coral","27.2"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","21","201213","2013-01-03","Algae","38.6"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","21","201213","2013-01-03","Hard Coral","33.1"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","21","201213","2013-01-03","Other","4.9"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","21","201213","2013-01-03","Soft Coral","23.4"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","21","201213","2013-01-04","Algae","46.4"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","21","201213","2013-01-04","Hard Coral","40.4"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","21","201213","2013-01-04","Other","2.4"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","21","201213","2013-01-04","Soft Coral","10.8"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","23","201415","2015-03-02","Algae","57.7"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","23","201415","2015-03-02","Hard Coral","18.1"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","23","201415","2015-03-02","Other","5.7"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","23","201415","2015-03-02","Soft Coral","18.5"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","23","201415","2015-03-02","Algae","54.6"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","23","201415","2015-03-02","Hard Coral","21.2"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","23","201415","2015-03-02","Other","8"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","23","201415","2015-03-02","Soft Coral","16.2"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","23","201415","2015-03-02","Algae","56.5"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","23","201415","2015-03-02","Hard Coral","25.6"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","23","201415","2015-03-02","Other","6.4"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","23","201415","2015-03-02","Soft Coral","11.5"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","25","201617","2016-09-05","Algae","49.6"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","25","201617","2016-09-05","Hard Coral","21.3"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","25","201617","2016-09-05","Other","9.7"
"CA","I","LOW ISLANDS REEF","16028S","1","-16.383517","145.57095","RM","25","201617","2016-09-05","Soft Coral","19.4"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","25","201617","2016-09-06","Algae","47.2"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","25","201617","2016-09-06","Hard Coral","31.8"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","25","201617","2016-09-06","Other","5.8"
"CA","I","LOW ISLANDS REEF","16028S","2","-16.386483","145.5726","RM","25","201617","2016-09-06","Soft Coral","15.1"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","25","201617","2016-09-06","Algae","43"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","25","201617","2016-09-06","Hard Coral","37.8"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","25","201617","2016-09-06","Other","2.8"
"CA","I","LOW ISLANDS REEF","16028S","3","-16.390217","145.57345","RM","25","201617","2016-09-06","Soft Coral","16.4"
"CA","I","GREEN ISLAND REEF","16049S","1","-16.775317","145.98045","RM","1","199293","1993-06-17","Algae","61.94"
"CA","I","GREEN ISLAND REEF","16049S","1","-16.775317","145.98045","RM","1","199293","1993-06-17","Hard Coral","11"
"CA","I","GREEN ISLAND REEF","16049S","1","-16.775317","145.98045","RM","1","199293","1993-06-17","Other","17.35"
"CA","I","GREEN ISLAND REEF","16049S","1","-16.775317","145.98045","RM","1","199293","1993-06-17","Soft Coral","9.72"
"CA","I","GREEN ISLAND REEF","16049S","2","-16.772867","145.976683","RM","1","199293","1993-06-17","Algae","72.71"
"CA","I","GREEN ISLAND REEF","16049S","2","-16.772867","145.976683","RM","1","199293","1993-06-17","Hard Coral","9.08"
"CA","I","GREEN ISLAND REEF","16049S","2","-16.772867","145.976683","RM","1","199293","1993-06-17","Other","17.32"
"CA","I","GREEN ISLAND REEF","16049S","2","-16.772867","145.976683","RM","1","199293","1993-06-17","Soft Coral","0.89"
"CA","I","GREEN ISLAND REEF","16049S","3","-16.76995","145.973567","RM","1","199293","1993-06-17","Algae","68.03"
"CA","I","GREEN ISLAND REEF","16049S","3","-16.76995","145.973567","RM","1","199293","1993-06-17","Hard Coral","8.28"
"CA","I","GREEN ISLAND REEF","16049S","3","-16.76995","145.973567","RM","1","199293","1993-06-17","Other","23.25"
"CA","I","GREEN ISLAND REEF","16049S","3","-16.76995","145.973567","RM","1","199293","1993-06-17","Soft Coral","0.44"
"CA","I","GREEN ISLAND REEF","16049S","1","-16.775317","145.98045","RM","2","199394","1994-02-07","Algae","52.8"
