CED_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
CED211,34,3,0,33,30,10,0,0,43,9,0,9,50,3,0,54,1304,173,15,21,1516,51,7,61,1573,98,0,1679,220,29,0,9,261,14,3,14,277,81,0,356,0,0,0,5,6,0,0,0,6,0,0,4,1522,202,16,33,1781,58,16,72,1852,182,5,2040,263,46,9,3,322,8,0,8,327,24,0,353,339,56,4,0,400,3,4,10,404,19,0,426,5,9,3,0,15,0,0,0,15,0,0,16,7,0,0,3,12,0,0,0,12,3,0,16,618,110,15,12,746,16,4,22,769,51,0,815,8,0,0,0,9,4,0,4,11,3,0,17,11,5,0,0,12,0,0,0,12,3,0,15,17,4,0,0,27,3,0,3,26,4,0,35,631,115,15,12,769,21,4,22,793,51,0,852,120,25,3,0,139,3,0,3,145,40,0,182,0,0,0,0,0,0,0,0,0,0,3,7,751,137,16,12
CED212,9,4,0,13,18,4,0,0,21,0,0,0,23,4,0,24,842,91,22,11,963,15,6,20,978,56,0,1032,156,12,0,6,171,0,0,0,172,39,0,207,0,0,0,0,0,0,0,0,0,0,0,3,996,102,22,14,1133,16,6,17,1146,98,5,1248,174,13,4,0,193,0,0,0,193,19,0,210,209,30,0,0,240,3,0,7,248,18,0,262,9,0,3,0,11,0,0,0,11,4,0,10,3,0,0,4,5,0,0,0,5,0,0,5,388,41,6,8,444,3,0,7,455,36,0,487,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,3,0,0,6,7,0,0,0,6,0,0,0,6,3,0,9,398,47,6,8,455,3,0,7,462,36,0,501,67,15,0,0,83,0,0,4,87,31,0,112,0,0,0,0,0,0,0,0,0,0,0,0,462,56,9,4
CED213,17,3,0,17,14,3,0,0,17,0,0,0,19,4,0,21,743,100,15,7,869,16,0,16,880,49,3,927,119,18,3,3,147,5,0,5,151,27,0,186,0,0,0,3,3,0,0,0,3,0,0,7,866,116,15,16,1015,16,0,16,1039,76,4,1114,102,17,0,0,122,3,0,3,128,13,0,140,138,30,4,0,166,0,0,4,174,8,0,182,0,0,0,0,4,0,0,0,4,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,242,47,5,3,301,5,0,9,309,23,0,328,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,0,0,6,246,51,5,3,309,5,0,9,313,26,0,333,69,8,3,7,81,0,0,3,83,14,0,95,0,0,0,0,0,0,0,0,0,0,0,0,314,56,10,5
CED214,29,9,0,38,33,6,0,4,45,11,3,12,57,15,0,69,868,155,16,23,1062,37,19,54,1119,107,0,1225,213,51,3,8,281,14,3,21,296,111,6,412,3,0,0,0,4,0,0,0,4,0,3,9,1084,209,16,33,1346,56,15,72,1421,223,8,1653,235,37,0,0,270,13,3,11,286,24,0,306,201,69,3,0,273,8,0,8,283,24,0,308,4,0,0,0,8,0,0,0,8,0,0,8,4,0,0,4,8,0,0,0,8,0,0,9,445,106,9,9,569,17,3,15,587,54,0,640,10,0,0,0,10,0,0,0,15,0,0,12,4,9,0,0,15,3,0,4,15,3,0,17,13,8,0,0,24,6,0,3,32,6,0,37,461,116,9,9,587,18,3,22,614,57,0,672,115,28,5,0,149,12,9,19,167,87,0,252,4,3,0,3,5,0,0,0,5,0,0,8,575,151,13,9
CED215,16,0,0,16,17,5,0,0,24,0,0,0,23,0,0,23,426,65,13,6,512,13,3,17,528,37,0,569,80,6,6,3,95,3,3,4,104,30,0,128,0,0,0,0,3,0,0,0,3,0,3,6,506,76,19,12,614,15,4,22,632,66,4,710,39,6,0,0,53,0,0,0,48,4,0,57,52,6,0,0,64,0,0,0,60,7,0,71,0,0,0,0,6,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,98,13,3,4,118,3,0,3,122,14,0,135,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,4,0,0,0,4,0,0,4,101,11,3,4,122,3,0,3,124,14,0,141,15,0,0,0,22,0,0,0,22,8,3,34,0,0,0,0,0,0,0,0,0,0,0,0,118,13,5,3
CED216,33,0,0,33,43,8,3,0,54,7,0,4,62,0,0,60,1660,210,26,23,1912,48,10,51,1967,81,0,2050,305,44,12,6,368,9,0,15,380,61,0,440,0,0,0,0,3,0,0,0,3,0,3,5,1967,261,34,24,2283,58,5,65,2346,142,3,2498,391,50,5,3,451,12,5,19,465,28,0,494,475,91,3,3,583,9,6,12,591,38,0,631,13,3,4,0,14,0,0,0,14,0,0,14,7,0,0,6,16,0,0,0,16,0,0,15,884,139,14,15,1058,22,8,28,1086,72,0,1157,11,0,0,0,11,3,0,3,14,0,0,11,11,0,0,0,8,0,0,0,9,0,0,13,17,3,0,0,20,0,0,8,22,3,0,25,900,140,14,15,1074,19,14,35,1109,69,0,1181,160,25,3,4,197,3,3,9,201,66,0,268,0,0,0,0,0,0,0,0,0,0,0,0,1061,171,24,23
CED217,60,6,0,74,64,25,0,4,84,19,8,21,107,13,0,127,1409,185,29,43,1666,66,12,81,1745,125,3,1874,355,86,11,16,465,18,13,31,500,199,4,702,4,0,0,3,4,0,0,0,4,0,9,19,1767,271,37,55,2138,89,23,114,2249,327,19,2591,327,34,4,0,363,13,0,13,378,25,0,407,230,41,3,3,277,15,0,14,292,38,0,322,13,3,0,0,19,0,0,0,19,0,0,22,4,3,0,12,16,3,0,3,23,3,0,23,569,76,11,15,679,26,0,31,708,68,0,774,13,3,0,0,15,5,0,5,29,4,0,33,18,3,0,0,22,0,3,3,27,3,0,32,30,9,0,0,40,11,3,16,52,6,0,58,602,90,12,14,717,35,8,42,759,73,0,831,171,26,3,9,215,16,8,18,233,104,0,330,3,0,0,0,8,0,0,0,8,0,8,9,770,119,17,27
CED218,30,3,0,33,40,0,0,0,41,0,5,4,48,3,0,51,1231,155,18,18,1427,31,8,40,1462,78,5,1545,304,29,0,3,337,14,3,16,348,54,0,400,0,0,0,0,5,0,0,0,5,0,3,6,1539,189,19,21,1767,46,12,51,1814,133,10,1955,312,42,3,0,356,4,6,12,364,25,0,390,324,70,12,0,411,4,0,7,416,24,0,441,6,7,5,0,21,0,0,0,21,3,0,22,5,0,0,3,15,0,0,0,12,0,0,12,653,121,22,4,796,9,6,17,814,54,0,869,4,0,0,0,4,0,0,0,6,0,0,12,12,4,0,0,15,3,0,3,11,0,0,11,15,4,0,0,22,5,0,5,20,0,0,24,666,126,22,4,818,13,6,23,842,55,0,897,148,27,5,3,181,0,0,4,190,57,0,245,0,0,0,0,0,0,0,0,0,0,3,5,820,149,25,10
CED219,54,6,0,56,70,9,0,3,89,11,3,15,106,13,0,113,1378,227,21,25,1654,55,19,72,1727,141,4,1869,447,120,10,23,593,20,9,32,628,273,0,905,3,0,0,0,8,0,0,0,8,0,4,13,1829,346,31,55,2256,77,25,101,2362,414,6,2787,340,47,3,3,400,8,7,18,414,43,0,461,265,53,3,0,326,5,3,8,334,52,0,390,5,0,5,0,16,0,0,3,20,3,0,19,8,0,0,4,17,0,0,0,17,7,0,21,624,108,17,10,753,15,15,29,781,106,3,888,8,6,0,0,17,6,0,6,23,3,0,24,13,4,0,0,19,4,4,3,21,3,0,28,22,9,0,0,37,9,4,13,43,9,0,50,647,114,17,13,794,25,17,39,830,107,3,939,198,57,5,12,275,8,0,7,284,152,0,435,0,0,0,0,0,0,0,0,0,0,3,5,848,172,19,26
CED220,43,4,0,49,43,15,3,0,59,11,0,11,67,7,0,75,1199,185,20,28,1434,46,3,52,1492,127,0,1620,245,52,9,14,318,11,5,15,334,113,4,453,0,0,0,3,7,0,0,0,7,0,7,6,1449,240,27,46,1761,64,12,70,1832,244,6,2079,338,32,0,4,377,16,3,16,395,30,0,427,255,49,3,0,308,5,3,7,318,27,0,344,8,0,8,0,14,0,0,0,18,3,0,21,0,0,0,7,8,0,0,0,7,0,0,7,610,80,7,15,715,25,8,30,740,59,0,802,6,3,0,0,12,7,0,7,12,0,0,13,7,8,0,0,17,0,3,3,19,0,0,18,16,7,0,0,29,7,3,5,35,0,0,33,627,94,10,15,740,28,6,32,771,62,0,834,141,35,6,11,185,4,3,9,191,91,0,284,0,0,0,3,3,0,0,0,3,0,4,3,762,128,13,23
CED221,8,4,0,8,12,0,0,0,10,3,0,3,19,3,0,20,445,47,9,7,506,5,0,8,513,27,0,544,64,4,3,0,72,0,0,0,72,21,0,98,0,0,0,0,0,0,0,0,3,0,0,6,509,53,7,8,584,10,3,7,592,46,3,644,49,10,0,0,59,0,0,0,59,9,0,64,40,12,3,0,50,0,0,0,50,3,0,52,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,91,19,3,0,108,0,0,0,108,12,0,116,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,90,19,3,0,115,0,0,0,115,12,0,126,10,3,0,0,15,0,0,0,16,4,0,23,3,0,0,0,3,0,0,0,3,0,0,3,105,19,3,0
CED222,31,3,0,31,29,7,0,0,38,14,5,20,58,4,0,61,1246,170,18,23,1455,46,16,66,1521,78,0,1597,255,51,10,3,320,3,4,12,327,113,3,443,0,0,0,3,3,0,0,0,3,0,3,11,1501,216,24,35,1779,56,20,76,1852,197,5,2053,301,42,8,0,356,14,0,18,366,19,0,392,258,52,9,3,312,5,0,9,318,29,0,349,6,0,3,0,9,0,0,0,12,0,0,12,3,3,0,3,11,0,0,0,11,0,0,11,574,95,20,7,687,20,3,25,713,51,0,763,4,0,0,0,7,0,0,0,9,0,0,14,4,0,0,0,9,0,0,0,9,3,0,11,13,0,0,3,13,0,0,0,17,3,0,19,580,97,20,9,704,18,3,26,729,49,0,782,117,27,4,9,150,7,3,13,160,88,0,247,0,0,0,0,0,0,0,0,0,0,0,0,699,117,21,11
CED223,29,0,0,30,34,9,0,0,45,0,0,0,46,0,0,44,1485,155,18,20,1675,23,3,28,1707,86,0,1795,248,30,3,4,287,5,0,10,293,49,0,338,3,0,0,0,3,0,0,0,3,0,3,5,1734,186,19,20,1962,29,3,36,2005,136,7,2144,311,48,3,4,362,5,0,5,370,30,0,405,385,55,5,3,443,4,0,7,448,29,0,476,8,0,0,0,8,0,0,0,8,3,0,13,5,0,0,3,9,0,0,0,9,0,0,9,712,97,7,12,830,8,0,16,840,64,0,905,8,4,0,0,10,3,0,3,14,0,0,10,9,0,0,0,9,0,0,0,6,0,0,6,14,3,0,0,17,3,0,3,20,0,0,24,721,101,7,12,842,12,4,19,860,64,0,928,133,26,3,0,162,4,0,5,164,51,0,213,0,0,0,0,0,0,0,0,0,0,0,0,857,125,7,14
CED224,30,3,0,29,29,6,0,0,38,9,3,10,50,4,0,50,1839,237,27,17,2125,57,9,67,2190,128,5,2318,396,60,11,6,462,10,4,16,480,101,0,579,3,0,0,0,6,0,0,0,6,0,5,12,2239,299,32,22,2590,66,18,84,2674,225,9,2913,423,52,0,7,487,13,0,12,502,43,0,543,524,88,3,5,624,19,4,25,648,34,0,682,18,3,13,0,33,0,0,0,33,4,0,37,3,0,0,8,11,0,0,0,16,4,0,18,973,150,16,12,1156,35,6,44,1198,87,0,1283,4,0,0,0,7,3,0,3,6,0,0,10,15,0,0,0,12,0,0,3,15,0,0,17,16,3,0,0,19,3,0,4,22,3,0,26,985,150,16,12,1173,35,10,47,1216,87,5,1308,245,40,10,0,293,15,0,15,312,93,0,401,0,0,0,0,0,0,0,0,0,0,0,3,1235,193,26,17
CED225,33,0,0,31,42,3,0,0,53,8,0,8,54,3,0,63,1560,207,35,17,1827,27,5,33,1858,70,3,1932,321,48,7,9,383,13,4,14,401,73,0,473,0,0,0,4,5,0,0,0,5,0,4,12,1882,258,39,36,2217,32,9,45,2259,152,9,2418,344,41,7,0,384,4,6,5,396,40,0,437,323,52,12,4,387,3,0,3,388,26,3,418,15,0,8,0,19,0,0,0,19,0,0,19,3,0,0,3,5,0,0,0,5,0,0,5,682,89,18,5,802,4,6,11,813,67,3,879,3,0,0,0,5,0,0,0,7,0,0,8,10,0,0,0,10,0,0,0,12,3,0,9,12,0,0,0,14,3,0,3,16,3,0,20,698,91,18,5,813,8,6,11,824,70,3,899,134,19,0,8,164,4,0,4,169,57,0,221,0,0,0,0,4,0,0,0,4,0,0,3,828,115,18,12
CED226,52,12,0,60,59,19,3,0,77,15,0,13,91,13,0,105,1482,217,25,16,1743,56,6,58,1801,118,3,1920,380,66,5,8,460,19,9,28,495,153,0,646,3,0,0,6,5,0,0,0,5,0,5,10,1867,283,29,29,2208,78,17,88,2300,273,7,2585,367,34,0,3,402,10,3,9,411,36,3,452,271,43,5,0,318,14,3,18,335,29,0,359,8,0,5,0,13,0,0,0,13,3,0,17,5,0,0,3,10,0,0,0,13,0,3,16,656,75,8,9,746,21,6,26,769,64,8,838,7,0,0,3,8,3,3,9,19,0,0,21,13,6,0,0,19,0,0,0,22,3,0,22,21,9,0,3,26,9,3,13,38,5,0,43,674,83,8,7,773,26,8,35,812,68,8,881,162,30,7,0,197,4,3,7,204,87,0,293,0,0,0,0,3,0,0,0,3,0,3,11,835,111,15,15
CED227,3,0,0,4,6,0,0,0,6,4,0,3,14,0,0,17,410,61,14,7,492,9,0,14,502,37,3,539,45,14,0,3,69,5,0,3,72,31,0,105,0,0,0,0,4,0,0,0,4,0,0,3,464,77,12,11,557,10,3,17,575,65,3,646,39,0,0,0,40,0,0,0,40,3,0,43,53,11,3,0,63,0,0,0,61,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,7,0,0,7,89,7,4,3,107,0,0,3,106,7,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,7,4,3,108,0,0,3,108,7,0,115,6,3,0,0,9,0,0,0,13,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,100,11,4,3
CED228,44,0,0,46,39,19,0,0,59,12,9,19,79,7,0,87,1306,207,19,24,1550,43,11,55,1600,114,5,1727,326,74,7,16,430,19,5,23,454,159,0,613,0,0,0,4,5,0,0,0,5,0,6,12,1635,280,25,44,1983,63,14,76,2060,281,11,2352,319,32,0,7,361,9,0,7,371,27,0,401,308,62,3,0,379,13,6,14,391,34,0,426,11,3,3,0,16,0,0,0,16,0,0,16,5,0,0,8,14,0,0,0,14,0,0,15,641,102,8,21,771,17,3,22,795,66,0,859,3,3,0,0,9,7,0,14,16,0,0,20,9,3,0,0,14,4,3,6,15,0,0,15,10,6,0,0,20,12,3,19,39,0,0,42,659,113,8,20,794,32,13,38,830,67,0,896,176,42,3,4,231,4,3,8,237,112,0,357,0,4,0,0,4,0,0,0,3,3,3,6,835,157,11,27
CED229,31,4,0,33,45,6,0,4,53,6,3,11,62,5,0,73,1473,167,26,33,1699,51,9,59,1758,96,0,1852,282,47,10,7,343,17,5,19,365,107,3,471,0,0,0,0,3,0,0,0,3,0,0,3,1759,211,36,36,2044,61,14,78,2121,200,7,2326,286,26,3,0,321,12,0,16,331,18,0,351,239,44,0,4,289,6,0,10,293,18,0,312,9,0,10,0,14,0,0,0,14,0,0,19,5,0,0,3,12,0,0,0,12,0,0,18,547,70,8,4,632,17,3,25,654,41,0,698,7,0,0,0,7,3,0,3,12,0,0,12,8,0,0,0,12,0,0,0,10,0,0,10,19,0,0,0,16,5,0,5,21,0,0,21,563,71,8,4,650,22,3,28,678,41,0,722,114,22,3,3,134,8,4,11,148,71,0,225,0,0,0,0,0,0,0,0,0,0,0,0,671,93,15,9
CED230,11,0,0,12,16,3,0,0,23,3,0,3,24,0,0,22,741,88,26,22,879,15,0,16,893,45,0,942,136,24,3,0,168,5,6,12,179,44,0,221,0,0,0,0,0,0,0,0,0,0,4,4,885,110,27,20,1045,20,3,31,1077,89,7,1165,116,14,0,3,137,4,0,4,139,9,0,145,120,21,0,3,148,0,0,0,147,16,0,165,3,0,0,0,7,0,0,0,7,4,0,10,0,0,0,3,3,0,0,0,8,0,0,8,245,35,3,4,294,3,0,4,297,31,0,323,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,5,0,3,0,0,3,0,0,0,5,0,0,9,247,39,3,9,298,8,0,9,303,32,0,329,39,15,0,0,54,3,3,9,60,15,0,73,0,0,0,0,0,0,0,0,0,0,3,3,292,46,5,6
CED231,10,4,0,12,11,9,0,3,18,4,0,11,32,6,0,31,495,81,11,14,602,19,3,24,620,66,0,693,90,25,0,5,124,8,5,12,140,60,0,203,0,0,0,0,0,0,0,0,0,0,0,4,588,108,10,21,726,29,8,35,762,133,5,896,148,25,0,0,173,3,0,7,173,12,0,187,102,37,0,0,134,7,0,7,141,15,0,158,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,245,55,3,0,308,10,0,8,319,29,0,344,3,0,0,0,5,3,0,3,5,0,0,7,4,0,0,0,4,3,0,0,7,3,0,12,7,0,0,0,10,4,0,6,15,4,0,16,249,58,3,0,319,13,0,14,333,31,0,364,54,15,0,0,71,4,0,6,71,50,3,123,0,0,0,0,0,0,0,0,0,0,0,0,308,79,4,3
CED232,18,0,0,15,18,0,0,0,19,0,0,0,26,0,0,21,658,66,13,7,749,11,0,12,760,39,0,802,127,19,3,3,153,0,0,3,155,37,0,196,0,0,0,0,0,0,0,0,0,0,0,0,788,82,13,17,898,19,0,17,918,74,0,993,169,29,0,0,195,4,0,4,201,17,0,218,152,27,0,0,184,0,0,0,185,15,0,200,7,0,4,0,9,0,0,0,9,0,0,8,3,0,0,4,6,0,0,0,6,0,0,6,328,55,6,5,392,9,0,9,403,38,0,438,3,0,0,0,3,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,3,5,0,0,10,339,55,6,5,397,10,0,11,405,39,0,443,70,14,0,0,90,3,3,5,100,37,0,134,0,0,0,0,0,0,0,0,0,0,0,0,410,70,4,6
CED233,44,4,0,47,48,3,0,0,55,13,3,10,69,4,0,73,1691,249,26,25,1994,52,8,61,2056,101,4,2162,355,71,8,7,435,9,0,9,448,96,0,541,4,0,0,4,14,0,0,0,14,0,3,16,2052,316,33,39,2436,60,12,72,2510,200,6,2717,385,47,4,3,432,14,0,11,450,33,0,485,461,97,8,10,573,15,0,17,589,42,3,638,7,0,5,0,15,0,0,0,15,3,0,18,5,0,0,12,14,0,0,0,21,4,0,19,857,145,17,21,1037,30,3,33,1075,85,3,1161,8,0,0,0,8,4,0,4,8,0,0,16,11,6,0,0,13,4,3,7,20,3,0,25,16,5,0,0,24,5,3,10,31,3,0,40,875,150,16,21,1066,38,8,39,1103,90,3,1197,224,30,3,8,263,3,8,10,269,94,0,365,0,0,0,0,0,0,0,0,0,0,3,3,1095,185,19,31
CED234,4,0,0,4,6,3,0,3,15,0,0,3,17,3,0,18,532,72,18,10,631,10,3,9,645,28,0,677,68,21,0,3,90,3,3,4,96,67,0,159,5,0,0,0,4,0,0,0,4,0,0,7,604,87,21,11,725,11,6,16,737,93,7,838,45,6,0,0,52,0,3,4,54,4,0,63,44,3,3,0,52,0,0,0,52,3,0,54,0,0,3,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,95,11,9,0,111,0,3,4,113,12,0,125,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,95,11,5,0,113,4,3,4,121,11,0,131,14,7,0,0,16,0,0,0,19,19,0,40,0,0,0,0,0,0,0,0,0,0,0,0,113,18,5,0
CED235,37,3,0,36,45,12,0,0,57,13,5,18,72,3,0,77,1452,185,21,29,1685,53,7,64,1750,112,3,1865,332,77,12,11,432,18,8,29,457,202,3,664,0,0,0,3,4,0,0,0,5,0,8,12,1780,262,33,50,2124,71,13,92,2214,315,13,2540,328,41,5,0,375,5,3,7,380,38,0,421,333,60,6,3,400,13,0,11,413,25,0,443,16,0,3,0,21,0,0,0,21,0,0,22,4,0,0,3,8,0,0,0,8,3,0,12,674,103,19,6,801,14,3,20,823,70,0,890,4,3,0,0,8,4,0,5,17,0,0,13,8,3,0,0,11,0,0,0,11,0,0,11,17,3,0,0,21,8,3,11,26,0,0,28,690,107,19,13,820,18,10,29,847,72,0,921,162,33,9,8,209,14,0,14,221,126,0,349,0,0,0,0,0,0,0,0,0,0,3,6,853,138,19,19
