CED_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
CED217,154,3,2033,189,1850,136,13,2004,0,2198,3,217,237,0,459,0,468,0,17,0,10,30,0,32,197,2087,374,30,2490,0,2687,6,0,0,0,0,4,13,2085,2237,381,30,2645,8,4736,817,44,0,0,53,0,870,92,1155,91,4,1248,0,1343,3,152,206,3,363,0,366,0,0,0,5,13,0,11,99,1310,297,11,1624,0,1721,4,0,0,0,0,3,7,917,1356,300,11,1671,3,2591,297,20,0,0,20,3,324,39,559,47,0,606,0,648,0,80,120,0,205,0,205,0,5,0,0,7,0,7,39,641,166,0,809,0,850,0,0,0,0,0,0,3,344,661,166,0,830,7,1175,17328,1528,26,17,1570,38,18940,1908,17010,896,99,17997,12,19923,37,1712,1610,17,3333,0,3373,30,103,19,79,198,0,231,1970,18822,2524,192,21536,16,23520,27,15,3,7,25,54,109,19329,20362,2554,212,23133,106,42572
CED218,68,3,2190,114,464,21,0,481,0,602,4,22,20,0,46,0,52,3,0,0,0,0,0,3,123,492,44,0,532,0,656,0,0,0,0,0,3,3,2242,561,44,0,601,8,2850,1455,41,0,0,41,0,1497,76,314,20,0,332,0,404,0,20,25,0,44,0,44,0,3,0,0,3,0,4,78,337,43,0,376,0,457,0,0,0,0,0,0,0,1531,379,43,0,423,5,1955,874,23,0,0,23,0,894,44,168,6,0,178,0,219,0,7,19,0,27,0,27,0,0,0,0,0,0,4,47,180,21,0,197,0,244,0,0,0,0,0,0,0,920,200,21,0,226,0,1141,16504,712,9,3,728,22,17248,1317,4402,132,24,4557,0,5872,13,203,146,0,349,0,363,5,17,4,8,27,0,33,1335,4621,277,31,4933,0,6272,13,3,0,0,3,11,32,17856,5336,288,39,5658,38,23553
CED219,133,3,2245,137,1878,129,10,2014,0,2151,6,317,314,0,629,0,634,0,25,3,5,35,0,35,142,2222,441,17,2684,0,2824,7,0,0,0,3,6,13,2260,2350,448,18,2814,9,5083,862,39,0,0,41,0,907,47,1238,81,4,1326,0,1373,0,225,264,0,497,0,495,0,5,0,0,12,0,12,50,1469,351,8,1831,0,1877,0,0,0,0,0,0,4,909,1513,354,8,1875,0,2787,392,13,0,0,13,0,405,23,648,41,7,687,0,713,0,119,124,0,246,0,242,0,3,0,3,8,0,8,23,766,166,11,942,0,967,0,0,0,0,0,3,3,421,784,166,11,957,3,1374,16440,1141,17,15,1177,21,17632,1378,19485,926,135,20543,5,21931,50,2850,1863,21,4729,0,4784,14,178,9,52,238,0,251,1451,22510,2799,200,25511,8,26963,27,28,4,0,34,82,137,17907,23674,2825,219,26712,108,44736
CED220,78,3,1566,126,925,91,0,1017,0,1151,3,176,283,0,457,0,456,0,4,0,3,6,0,6,130,1104,373,3,1485,0,1612,0,0,0,0,0,3,5,1619,1181,374,3,1560,5,3185,853,35,0,0,35,0,886,73,687,78,0,766,0,835,0,143,194,0,343,0,344,3,0,0,3,5,0,5,76,837,272,3,1111,0,1187,0,0,0,0,0,3,4,934,870,272,3,1144,3,2079,444,12,0,0,12,0,458,35,362,33,0,404,0,443,3,75,136,0,218,0,221,0,0,0,0,3,0,0,38,444,174,5,625,0,662,0,0,0,0,0,0,4,490,459,174,5,638,0,1124,12466,789,15,10,811,11,13288,1303,9201,692,52,9947,8,11253,35,1479,1608,9,3091,3,3136,11,36,15,22,71,0,78,1350,10714,2318,75,13108,9,14466,13,15,0,0,15,22,42,13832,11516,2326,82,13929,41,27798
CED221,35,5,2810,44,72,4,0,72,0,119,4,8,9,0,12,0,16,0,0,0,0,0,0,0,46,76,9,0,82,0,132,7,0,0,0,0,0,7,2831,105,9,0,120,6,2951,585,12,0,0,12,0,593,20,18,0,0,19,0,36,0,0,5,0,9,0,12,0,0,0,0,0,0,0,19,15,10,0,25,0,44,0,0,0,0,0,0,0,606,27,10,0,39,0,644,139,0,0,0,0,0,139,3,3,0,0,3,0,5,0,0,3,0,4,0,4,0,0,0,0,0,0,0,3,3,3,0,8,0,14,0,0,0,0,0,0,0,139,3,3,0,8,0,153,19504,242,0,5,244,55,19805,384,726,16,0,739,3,1129,13,48,49,3,101,0,111,5,8,0,0,5,0,16,396,779,60,6,848,3,1247,55,0,0,0,0,46,101,19958,1021,60,11,1089,103,21153
CED222,75,0,2164,110,847,64,8,918,0,1023,0,138,171,0,306,0,304,0,4,0,0,4,0,4,109,988,232,8,1225,0,1334,3,0,0,0,0,0,10,2202,1059,232,6,1302,3,3509,1018,35,0,0,35,0,1058,65,605,52,8,663,0,736,0,119,128,0,246,0,249,3,0,0,0,3,0,10,73,726,182,8,915,0,992,0,4,0,0,4,0,6,1089,765,182,8,953,3,2053,477,12,0,0,11,0,489,28,346,23,0,365,0,395,0,58,87,0,141,0,140,0,3,0,0,7,0,7,32,403,110,0,506,0,538,0,0,0,0,0,0,0,507,417,106,0,524,0,1032,17595,784,14,21,817,28,18442,1288,7634,422,52,8111,0,9398,24,1191,1077,15,2275,0,2303,11,40,3,16,66,0,79,1326,8864,1506,86,10459,0,11787,24,21,3,0,21,25,71,18951,9663,1525,104,11293,56,30301
CED223,69,8,2618,128,481,25,0,505,0,641,3,41,27,0,68,0,70,0,4,0,0,4,0,8,131,528,53,0,581,0,714,3,0,0,0,0,4,6,2682,601,53,0,651,12,3342,1611,49,0,0,52,3,1663,90,305,18,0,326,0,417,0,25,27,0,52,0,54,3,3,0,0,3,0,3,95,332,47,0,381,0,470,3,0,0,0,0,3,5,1711,385,42,0,433,7,2144,842,26,0,0,26,0,875,48,180,9,0,182,0,232,0,15,15,0,27,0,27,0,0,0,0,0,0,0,49,192,20,0,214,0,264,0,0,0,0,0,0,0,900,222,20,0,243,0,1142,20347,821,10,3,837,27,21204,1332,4348,181,17,4547,3,5883,18,330,154,0,483,0,499,12,21,0,3,25,0,37,1355,4704,338,19,5055,3,6417,22,3,0,0,3,25,50,21726,5535,346,18,5894,53,27669
CED224,116,0,2748,176,802,60,0,868,0,1038,3,51,92,0,145,0,146,0,3,0,0,3,0,3,179,856,155,3,1014,0,1191,0,0,0,0,0,3,5,2814,973,155,3,1125,3,3943,1944,69,0,0,69,3,2013,108,619,33,0,652,0,760,0,52,71,0,125,0,125,0,0,0,0,4,0,4,108,670,107,3,785,0,890,0,0,0,0,0,3,6,2048,738,107,8,856,6,2913,1193,41,0,3,42,0,1238,54,334,24,0,358,0,411,0,34,29,0,60,0,64,0,0,0,3,3,0,3,52,363,55,3,423,0,474,0,0,0,0,0,0,3,1247,402,55,6,465,4,1710,17977,775,0,13,795,24,18797,1456,6295,343,20,6657,0,8108,24,401,503,3,900,0,923,6,16,3,12,34,0,42,1488,6706,845,35,7594,0,9078,12,6,0,0,10,18,46,19476,7492,854,49,8397,42,27918
CED225,95,3,3718,152,757,28,3,786,0,938,0,65,44,0,109,0,110,3,0,0,4,4,0,11,156,822,72,6,897,0,1060,4,0,0,0,0,0,4,3780,914,73,6,994,7,4780,1652,46,0,3,50,3,1707,58,512,26,3,533,0,597,0,63,42,0,110,0,108,0,0,0,4,4,0,5,63,574,67,3,646,0,713,0,0,0,0,0,0,0,1720,618,70,3,697,3,2418,760,32,0,0,30,0,795,32,236,8,0,241,0,275,0,28,23,0,60,0,60,0,0,0,0,0,0,0,32,267,39,0,299,0,329,3,0,0,0,0,0,3,788,293,39,0,335,0,1124,25126,824,3,7,836,38,26002,1272,6650,202,29,6885,0,8153,9,563,293,4,858,0,870,21,23,0,15,39,0,62,1302,7238,495,52,7780,0,9085,31,7,0,3,8,38,78,26458,8070,498,58,8630,72,35166
CED226,131,6,2661,202,1683,92,6,1785,0,1983,7,172,231,8,411,0,414,0,9,0,4,17,0,20,208,1872,319,17,2207,0,2418,3,0,0,0,0,0,4,2735,1990,329,22,2336,6,5086,1111,52,0,0,55,0,1163,79,1014,48,3,1065,3,1143,0,122,132,0,259,0,258,0,11,0,5,14,0,13,86,1138,182,12,1333,4,1417,0,0,0,0,0,0,0,1196,1192,183,8,1387,6,2585,475,27,0,0,26,0,503,36,484,24,0,507,0,548,0,54,75,0,128,0,128,0,5,0,0,4,0,4,38,541,94,4,637,0,680,0,0,0,0,0,0,0,515,567,99,4,665,3,1181,20649,1402,19,20,1438,26,22117,2070,23887,872,119,24874,15,26957,41,1805,1596,19,3423,0,3472,19,124,8,54,186,3,213,2134,25821,2473,193,28487,21,30641,32,33,0,6,40,36,105,22811,27257,2499,216,29966,86,52867
CED227,44,8,2871,40,145,17,0,166,0,203,0,33,36,0,66,0,67,0,0,0,0,0,0,0,43,176,51,0,226,0,266,11,0,0,0,3,4,21,2873,220,53,0,274,13,3160,571,6,0,0,6,0,579,13,26,0,0,27,0,38,0,8,17,0,23,0,21,0,0,0,0,0,0,0,11,34,19,0,49,0,64,4,0,0,0,0,0,6,586,42,18,0,63,0,646,116,0,0,0,0,0,117,0,7,0,0,7,0,8,0,3,3,0,5,0,5,0,0,0,0,0,0,0,0,9,3,0,14,0,17,0,0,0,0,0,0,0,117,13,3,0,15,0,134,18448,266,7,0,275,55,18778,372,1180,110,3,1295,0,1668,13,162,226,3,399,0,408,0,11,0,3,14,0,13,388,1350,341,11,1703,0,2091,56,10,10,0,17,62,130,18894,1631,349,11,1991,115,20999
CED228,88,0,1650,143,1035,107,0,1143,0,1288,5,205,301,3,509,0,516,0,3,0,7,13,0,10,149,1251,407,13,1666,0,1813,3,0,0,0,0,0,9,1706,1337,411,16,1758,0,3467,993,51,0,0,51,0,1042,92,692,97,4,790,0,883,0,150,265,0,417,0,419,0,3,0,3,4,0,4,94,843,358,7,1212,0,1305,0,0,0,0,0,0,8,1087,891,358,7,1262,3,2352,525,26,0,0,26,0,548,41,389,54,0,439,0,477,0,93,133,0,227,0,230,0,3,5,0,6,0,6,41,478,185,0,671,0,712,0,0,0,0,0,0,3,569,507,185,0,695,0,1262,12021,890,13,7,910,12,12949,1395,9090,692,35,9821,13,11232,40,1543,2046,19,3605,0,3639,13,54,10,43,107,0,121,1451,10685,2749,96,13533,13,14991,30,6,0,4,13,38,76,13504,11577,2764,108,14454,61,28018
CED229,125,3,4017,149,898,48,5,949,0,1100,3,68,75,0,144,0,147,0,3,0,3,10,0,10,155,969,123,9,1104,0,1259,12,0,0,0,0,8,20,4059,1086,123,9,1224,13,5303,1620,38,0,0,38,0,1660,60,465,28,4,492,0,558,3,59,37,0,93,0,98,0,0,0,3,4,0,3,68,522,66,7,592,0,657,5,0,0,0,0,3,11,1689,563,66,7,630,6,2326,570,20,0,0,20,0,597,37,229,17,0,249,0,285,0,31,31,0,60,0,60,3,0,0,0,4,0,6,37,257,48,0,310,0,342,0,0,0,0,0,0,3,608,279,48,0,333,0,942,31690,1112,3,22,1140,49,32885,1460,10258,390,56,10701,20,12183,34,700,465,5,1169,0,1205,15,48,7,24,83,4,97,1504,11006,856,86,11954,26,13485,58,8,0,0,8,68,130,33254,12127,860,110,13102,141,46500
CED230,43,6,3252,70,201,11,0,208,0,282,0,14,13,0,33,0,33,0,0,0,0,3,0,3,70,216,24,0,240,0,312,6,3,0,0,3,6,12,3274,260,26,0,291,9,3574,994,21,0,0,21,0,1014,25,95,15,0,114,0,139,4,9,3,0,12,0,16,0,0,0,0,0,0,0,31,107,17,0,126,0,149,4,0,0,0,0,0,9,1023,127,17,0,146,0,1165,343,3,0,0,3,0,346,9,39,3,0,44,0,56,0,5,0,0,8,0,6,0,0,0,0,0,0,0,13,48,5,0,51,0,64,0,0,0,0,0,0,0,359,46,5,0,54,0,412,25155,524,16,0,543,51,25750,682,2250,93,17,2362,0,3041,26,171,84,3,259,0,286,8,7,0,6,16,0,28,716,2434,176,25,2635,0,3354,64,6,0,0,7,41,116,25942,2967,188,22,3177,95,29217
CED231,31,0,821,65,285,26,3,309,0,381,3,45,72,0,121,0,120,0,0,0,0,0,0,0,67,330,97,3,434,0,501,0,0,0,0,3,0,3,855,365,97,3,468,0,1320,499,18,0,0,18,0,518,29,202,23,3,231,0,257,0,48,73,0,120,0,120,0,0,0,0,0,0,0,29,252,93,3,352,0,379,0,0,0,0,0,0,0,532,269,93,3,367,0,896,280,9,0,0,9,0,289,18,91,14,0,105,0,123,0,28,48,0,74,0,77,0,0,0,0,0,0,0,21,124,58,0,181,0,204,0,0,0,0,0,0,0,305,132,58,0,190,0,491,8846,464,7,8,470,12,9330,888,4047,307,27,4380,6,5270,17,693,508,0,1201,0,1222,6,44,0,10,56,0,65,914,4787,815,37,5640,6,6557,9,19,0,0,16,38,64,9766,5261,821,42,6129,61,15954
CED232,68,0,1310,84,285,13,0,294,0,377,3,17,18,0,30,0,28,0,0,0,0,0,0,0,85,298,22,0,322,0,403,0,0,0,0,0,0,0,1322,362,25,0,393,0,1720,707,29,0,0,29,0,731,42,192,12,0,203,0,238,0,11,8,0,20,0,20,0,0,0,0,0,0,0,42,205,20,0,224,0,263,0,0,0,0,0,0,0,741,232,22,0,249,0,993,418,18,0,0,21,0,440,18,99,3,0,101,0,119,0,3,9,0,12,0,12,0,0,0,0,0,0,0,18,107,9,0,111,0,131,3,0,0,0,0,0,3,446,126,12,0,132,0,580,12152,727,5,9,737,6,12901,1063,3541,99,12,3652,4,4718,5,138,98,0,239,0,243,3,13,0,4,16,0,22,1079,3687,201,23,3910,4,4987,16,7,0,0,7,13,34,13242,4423,206,25,4652,22,17921
CED233,94,6,2323,146,1040,88,7,1126,0,1274,4,87,101,0,190,0,196,0,3,0,0,3,0,3,154,1127,191,7,1325,0,1482,0,0,0,0,0,3,6,2383,1216,193,7,1417,10,3806,1419,60,3,0,65,4,1484,100,886,70,0,954,0,1055,3,81,91,0,171,0,175,0,4,0,0,7,0,7,103,969,156,3,1132,0,1231,0,0,0,0,0,0,0,1522,1031,158,3,1198,6,2717,815,21,0,0,21,3,840,83,487,50,0,535,0,621,0,42,52,0,93,0,94,3,3,0,0,3,0,6,89,535,100,0,633,0,718,0,0,0,0,0,0,0,906,562,100,0,658,4,1566,14595,716,12,3,734,21,15351,1324,8360,509,36,8903,8,10233,22,579,572,3,1159,0,1181,12,18,3,17,48,0,56,1364,8958,1086,59,10100,8,11467,0,12,0,0,12,24,37,15961,9693,1093,60,10852,50,26860
CED234,58,4,2940,52,209,19,4,233,0,284,3,60,66,0,125,0,126,0,0,0,0,0,0,0,53,265,84,4,355,0,411,4,0,0,0,0,4,8,2935,322,84,4,411,9,3356,689,11,0,0,11,3,708,14,57,5,0,63,0,76,0,25,29,0,56,0,56,0,0,0,0,0,0,0,14,85,39,0,118,0,137,0,0,0,0,0,0,0,703,92,39,0,130,4,838,119,3,0,0,3,0,123,4,14,0,0,19,0,24,0,13,13,0,27,0,27,0,0,0,0,0,0,0,4,27,15,0,43,0,49,0,0,0,0,0,0,0,128,29,15,0,45,0,173,19070,327,0,3,335,43,19447,411,1880,191,24,2105,5,2523,6,435,379,0,817,0,826,3,8,3,4,17,0,18,421,2328,574,33,2935,5,3362,34,0,0,0,0,47,82,19527,2652,576,34,3266,101,22892
CED235,79,0,1977,126,1460,118,5,1587,0,1709,0,200,178,3,377,0,381,0,6,0,9,19,0,24,125,1665,292,23,1986,3,2115,0,0,0,0,0,0,0,2017,1747,292,25,2069,7,4090,1109,34,0,0,34,0,1146,65,968,69,0,1037,0,1102,0,131,151,0,280,0,280,0,3,0,3,9,0,12,64,1104,216,3,1330,0,1395,0,0,0,0,0,3,3,1174,1137,216,3,1362,4,2540,543,20,0,0,20,0,568,39,487,31,3,521,0,563,0,63,78,0,137,0,137,0,7,0,0,7,0,8,36,548,110,4,667,0,704,0,0,0,0,0,0,0,586,567,110,4,686,0,1270,13751,920,11,25,957,28,14737,1226,13676,876,67,14621,18,15860,12,1553,1152,13,2720,9,2743,4,87,3,65,152,0,160,1251,15306,2033,144,17487,26,18759,21,10,0,0,10,34,64,15025,16232,2046,168,18451,90,33560
CED236,17,7,2825,28,40,0,0,40,0,71,0,0,0,0,5,0,3,0,0,0,0,0,0,0,29,40,0,0,48,0,75,14,0,0,0,0,6,18,2856,58,3,0,59,10,2924,628,3,0,0,3,0,639,8,12,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,12,0,18,4,0,0,0,0,3,3,639,16,0,0,14,7,659,150,3,0,0,3,0,151,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,148,3,0,0,3,0,151,19025,139,0,4,145,63,19234,334,477,7,0,491,0,823,10,30,16,0,46,0,54,4,4,0,4,7,0,13,342,513,25,3,545,3,886,54,0,0,0,0,43,96,19421,655,32,8,685,102,20212
CED237,88,0,1390,135,893,82,7,974,0,1116,7,82,60,0,147,0,153,0,3,0,4,8,0,11,143,980,140,14,1133,0,1279,0,0,0,0,0,3,7,1448,1066,145,15,1219,3,2674,683,46,0,0,45,0,728,80,591,40,0,629,0,712,0,68,48,0,114,0,119,0,3,0,0,10,0,10,81,663,89,3,752,0,841,0,0,0,0,0,0,0,767,708,89,3,802,0,1568,369,28,3,0,30,0,395,36,309,18,0,327,0,372,0,35,33,0,67,0,68,0,4,0,0,4,0,4,42,345,48,0,397,0,439,0,0,0,0,0,0,0,411,377,51,0,430,0,840,13036,1062,20,17,1093,16,14145,1443,9091,489,52,9627,9,11082,44,892,417,7,1311,0,1352,12,38,8,37,82,0,89,1493,10021,913,94,11026,9,12523,29,6,3,0,9,19,54,14558,11085,927,110,12125,47,26726
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
