CED_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
CED211,0,0,0,0,14,2713,79,75,17,9,7,14,15,5,98,3032,661,10,6,0,0,0,0,0,0,48,719,301,5,3,0,0,0,0,0,0,21,329,166,9,0,0,0,0,3,0,0,23,211,6,0,0,0,0,0,0,0,0,5,9,478,13,3,0,0,0,3,0,0,47,547,4,0,0,0,0,0,0,0,0,9,14,1142,22,11,0,0,0,3,0,0,97,1283,10321,1354,1307,281,273,209,171,209,112,353,14598,7913,3644,5741,929,1070,1137,1107,1029,462,428,23470,1693,492,1021,272,397,455,462,576,354,387,6105,48,19,26,3,6,7,9,7,10,15,147,9661,4160,6786,1202,1471,1598,1586,1619,816,827,29722,25,4,3,0,3,0,0,0,4,18,64,20007,5518,8098,1488,1748,1811,1758,1820,936,1195,44379
CED212,0,0,0,5,19,3113,51,34,7,7,6,11,6,0,105,3332,798,15,9,0,0,0,0,0,0,80,907,201,0,0,0,0,0,0,0,0,24,223,50,7,0,0,0,0,0,0,0,23,79,5,0,0,0,0,0,0,0,0,0,5,257,7,0,0,0,0,0,0,0,45,305,7,0,0,0,0,0,0,0,0,3,14,1061,21,7,0,4,0,0,0,0,130,1225,15249,1863,1993,451,383,365,269,236,95,653,21563,3839,976,1423,274,265,296,318,242,152,202,7972,408,96,133,30,24,47,62,89,62,94,1048,44,6,11,3,0,7,0,0,0,9,90,4287,1080,1567,305,287,354,380,330,215,303,9113,34,7,3,6,0,0,0,0,4,29,81,19573,2950,3566,764,676,718,650,571,309,985,30758
CED213,0,0,0,10,21,3085,39,27,8,3,5,0,3,0,133,3297,717,5,6,0,0,0,3,0,0,90,818,213,0,0,0,0,0,0,0,0,16,235,66,0,0,0,0,0,0,0,0,15,77,3,0,0,0,0,0,0,0,0,0,3,283,0,0,0,0,0,0,0,0,30,314,13,0,0,0,0,0,0,0,0,7,19,1014,5,6,0,0,0,3,0,0,130,1154,14014,1314,1478,277,202,183,126,109,77,666,18443,3077,334,533,95,102,83,123,75,47,159,4638,379,12,38,11,8,10,15,28,17,53,571,47,3,3,0,0,0,0,0,0,5,68,3506,354,577,105,112,94,140,102,64,219,5283,63,0,0,0,0,0,0,3,0,26,95,17576,1667,2061,386,318,275,271,216,147,908,23813
CED214,0,0,0,9,15,4316,48,33,6,9,6,3,3,4,200,4637,311,7,3,0,0,0,0,0,0,32,352,598,4,4,0,0,0,0,0,0,43,652,689,4,3,0,0,0,0,0,0,75,771,6,0,0,0,0,0,0,0,0,5,18,1292,11,7,0,0,0,0,0,0,128,1435,0,0,0,0,0,0,0,0,0,3,7,1605,19,11,0,0,5,0,0,0,163,1799,9094,1834,2046,572,580,482,457,392,218,489,16175,14320,2666,5451,991,1574,1873,1841,1648,922,902,32195,6211,527,913,236,474,535,352,495,343,524,10604,156,16,40,5,23,12,5,20,11,43,341,20685,3210,6403,1233,2070,2423,2205,2158,1277,1469,43140,25,7,3,3,3,3,3,4,6,47,106,29807,5049,8459,1814,2657,2903,2663,2558,1501,2007,59421
CED215,0,0,0,14,29,2037,25,11,0,4,0,0,0,0,102,2185,425,4,3,0,0,0,0,0,0,36,474,196,3,0,0,0,0,0,0,0,6,199,57,0,0,0,0,0,0,0,0,7,62,5,0,0,0,0,0,0,0,0,0,5,253,3,0,0,0,0,0,0,0,11,270,8,0,0,0,0,0,0,0,0,13,21,692,11,8,0,0,0,0,0,0,51,763,8542,537,654,113,116,97,108,87,56,439,10758,2015,367,889,117,162,164,180,200,84,176,4344,278,47,79,21,29,33,50,63,26,59,684,30,4,8,0,0,0,0,0,0,9,50,2322,418,978,134,194,195,229,264,108,241,5082,47,3,0,0,0,0,0,0,0,318,372,10905,961,1629,249,316,298,333,353,169,999,16204
CED216,0,0,0,3,19,2823,76,53,9,10,7,9,6,4,103,3090,729,23,14,0,4,3,0,0,0,48,819,482,3,4,0,0,0,0,0,0,19,514,252,7,3,0,0,0,0,0,0,10,276,7,0,0,0,0,0,0,0,0,0,8,743,10,9,0,0,0,0,0,0,31,797,9,0,0,0,0,0,0,0,0,3,11,1475,35,21,4,3,3,0,0,0,88,1629,12992,2615,2763,680,640,547,542,611,367,497,22243,8278,1886,2853,661,708,809,963,960,486,360,17965,1319,153,321,107,117,154,218,260,186,205,3033,68,3,16,0,4,0,4,12,0,6,117,9659,2046,3182,766,833,966,1188,1229,674,565,21115,38,0,4,0,0,0,0,0,6,17,70,22686,4663,5947,1443,1467,1510,1731,1837,1049,1087,43431
CED217,0,0,0,6,11,2340,77,65,11,12,6,4,10,4,92,2621,197,3,4,0,0,0,0,0,0,13,220,225,4,7,0,0,0,0,0,0,12,250,230,11,6,0,0,0,0,0,0,13,261,3,0,0,0,0,0,0,0,0,3,10,463,19,10,0,4,0,0,0,0,28,518,0,0,0,0,0,0,0,0,0,0,4,667,16,19,0,4,0,0,0,0,40,748,9324,1637,2065,422,413,344,340,238,118,550,15451,20142,6478,8745,1243,1302,1314,1220,1053,640,971,43101,5443,913,1327,301,289,374,376,406,341,451,10224,208,52,86,10,15,4,8,13,9,36,445,25794,7448,10161,1552,1604,1695,1610,1473,984,1453,53762,47,13,18,0,0,0,0,3,0,342,428,35166,9090,12239,1976,2020,2041,1948,1707,1105,2350,69640
CED218,0,0,0,0,5,2964,57,44,4,7,4,3,5,0,86,3175,491,4,4,0,0,0,0,0,0,36,542,384,3,3,0,0,3,0,0,0,7,407,356,5,5,0,3,0,3,0,0,3,376,10,0,0,0,0,0,0,0,0,0,7,754,9,8,0,3,3,3,0,0,12,792,4,3,0,0,0,0,0,0,0,0,4,1242,17,16,3,8,3,3,0,0,51,1338,10472,1830,2322,708,729,772,788,921,549,545,19634,7986,2386,4563,1000,1398,1596,2231,2462,1374,654,25645,2215,208,383,102,165,179,348,451,313,255,4622,76,15,20,6,7,3,7,14,10,6,155,10279,2603,4965,1102,1561,1778,2589,2930,1697,919,30425,25,6,4,0,3,4,0,0,0,23,57,20776,4431,7293,1815,2294,2551,3378,3851,2246,1482,50115
CED219,0,0,0,4,13,2848,98,139,11,17,22,14,10,10,150,3309,385,6,9,0,3,0,0,0,0,63,470,219,7,0,0,0,0,0,0,3,45,271,233,10,16,0,0,3,0,0,0,44,313,8,0,0,0,0,0,0,0,0,4,14,460,13,16,0,0,5,0,0,4,96,600,5,0,0,0,0,0,0,0,0,3,9,850,29,23,0,3,5,0,0,4,156,1075,13531,2732,2953,469,599,427,316,271,148,686,22140,17988,8672,14865,2076,2219,2220,1720,1471,797,1046,53070,3353,1231,1797,382,537,663,500,551,515,481,10004,211,88,132,14,26,23,15,21,10,51,585,21552,9989,16791,2468,2781,2915,2236,2034,1321,1575,63662,41,10,5,4,3,4,0,6,10,52,132,35123,12730,19755,2939,3382,3348,2550,2313,1477,2309,85932
CED220,0,0,0,12,22,4501,81,72,9,13,13,6,6,4,160,4868,452,9,0,0,0,0,0,0,0,21,481,467,3,5,0,0,0,0,0,0,23,496,743,12,10,0,0,0,0,0,0,32,799,10,0,0,0,0,0,0,0,0,0,14,1224,13,10,0,0,0,0,0,0,48,1299,21,0,0,0,0,0,0,0,0,9,32,1695,23,10,0,0,0,0,0,0,84,1815,9567,1597,1493,318,327,288,247,243,166,362,14604,16076,3818,6900,1127,1396,1670,1818,1746,928,854,36336,7452,908,1392,315,432,639,562,728,480,671,13566,166,36,27,3,8,21,15,14,4,29,314,23690,4766,8315,1449,1835,2330,2398,2483,1410,1550,50219,52,0,4,0,11,5,4,3,0,59,142,33314,6360,9810,1767,2165,2624,2647,2725,1575,1970,64962
CED221,0,0,0,5,16,1506,19,7,3,3,4,0,0,3,64,1597,341,8,0,0,0,0,0,0,0,21,373,172,0,0,0,0,0,0,0,0,12,183,54,0,0,0,0,0,0,0,0,11,60,7,0,0,0,0,0,0,0,0,0,7,236,0,0,0,0,0,0,0,0,19,253,13,0,0,0,0,0,0,0,0,6,18,595,8,4,0,0,0,0,0,0,38,644,7094,543,515,108,91,67,83,90,43,362,8997,1796,315,784,128,184,119,118,142,89,147,3826,243,13,68,22,22,19,27,54,56,58,575,33,4,9,0,0,5,0,0,5,3,56,2077,332,859,152,200,138,152,201,149,204,4461,49,0,0,3,0,0,0,0,0,51,104,9215,876,1372,264,291,204,237,295,193,620,13565
CED222,0,0,0,22,41,2879,71,84,8,7,9,5,9,4,175,3264,522,5,4,0,0,0,0,0,0,58,594,277,3,3,0,0,0,0,0,0,36,320,280,15,12,0,0,0,0,3,0,53,365,4,0,0,0,0,0,0,0,0,3,11,565,23,16,0,0,0,0,3,0,97,694,11,0,0,0,0,0,0,0,0,29,37,1097,30,16,0,0,0,0,3,0,182,1329,12023,2057,2222,499,537,465,343,300,188,540,19173,11740,3410,5059,807,1062,1039,980,923,471,636,26122,3262,645,956,228,336,406,360,346,288,406,7236,133,41,32,3,9,13,13,15,3,19,273,15135,4100,6039,1040,1403,1452,1357,1285,761,1069,33628,66,13,6,0,0,3,7,0,0,104,205,27220,6171,8267,1540,1941,1923,1703,1582,950,1712,53005
CED223,0,0,0,0,8,2239,29,32,3,5,7,3,3,3,73,2398,354,3,5,0,0,0,3,0,0,29,388,349,0,0,0,0,0,0,0,0,19,370,221,3,4,0,0,0,0,0,0,13,245,5,0,0,0,0,0,0,0,0,3,5,577,8,10,0,0,0,0,0,0,32,625,4,0,0,0,0,0,0,0,0,0,6,929,6,8,0,3,0,3,0,0,60,1019,9039,1338,1387,310,288,222,206,202,98,337,13429,6926,1696,2522,522,558,575,620,587,350,319,14674,1109,171,286,85,83,117,131,173,136,134,2422,43,3,14,6,5,5,4,3,0,15,91,8079,1869,2818,618,648,697,751,766,489,467,17192,10,3,0,0,4,0,0,0,0,20,41,17129,3217,4208,930,934,922,960,970,582,821,30664
CED224,0,0,0,3,12,2499,47,52,7,10,5,7,5,3,92,2733,464,3,5,0,0,0,0,0,0,37,509,421,6,4,0,0,0,0,0,0,12,449,277,12,7,0,0,0,3,0,0,14,320,5,0,0,0,0,0,0,0,0,0,5,703,16,12,0,3,0,3,0,0,34,772,0,0,0,0,0,0,0,0,0,0,3,1169,23,16,0,3,0,3,4,0,71,1286,9653,1702,1678,450,431,358,385,471,255,418,15806,10135,2663,4162,886,1115,1377,1617,1653,969,585,25155,1789,341,724,140,216,279,404,528,368,418,5204,77,17,15,3,6,5,6,10,3,15,161,12003,3016,4898,1032,1337,1667,2026,2194,1339,1021,30529,22,0,0,0,0,0,3,3,0,21,51,21679,4721,6578,1475,1771,2024,2412,2668,1594,1462,46384
